sid,DOI,figureid,fignum,sampleid,samplename,composition,Temperature,Carrier concentration,Electrical conductivity,Electrical resistivity,Hall coefficient,Hall movility,Lattice thermal conductivity,Power factor,Seebeck coefficient,Thermal conductivity,ZT,total thermal conductivity,Figure of merit Z
5919,10.1002/aelm.201600019,26382,5(b),33044,(SnTe)1−x(Cu2Te)x,undefined,,9.45e+25,,,,0.011246,,,0.000084121,,,,
5919,10.1002/aelm.201600019,26382,5(b),33044,(SnTe)1−x(Cu2Te)x,undefined,,9.5e+25,,,,0.011168,,,0.000084054,,,,
5919,10.1002/aelm.201600019,26382,5(b),33044,(SnTe)1−x(Cu2Te)x,undefined,,9.55e+25,,,,0.01109,,,0.000083988,,,,
5919,10.1002/aelm.201600019,26382,5(b),33044,(SnTe)1−x(Cu2Te)x,undefined,,9.6e+25,,,,0.011012,,,0.000083921,,,,
7981,10.1039/c5ee03366g,7628,4(a),9274,Sn0.99Na0.01Se,Sn0.99Na0.01Se,350,,31914,0.000031334,,,,0.0017657,0.00023749,1.6924,0.34052,,0.0010433113
7981,10.1039/c5ee03366g,7628,4(a),9274,Sn0.99Na0.01Se,Sn0.99Na0.01Se,400,,28349,0.000035275,,,,0.001631,0.00025022,1.5437,0.41697,,0.0010565524
7981,10.1039/c5ee03366g,7628,4(a),9274,Sn0.99Na0.01Se,Sn0.99Na0.01Se,450,,24784,0.000040349,,,,0.0014962,0.00026295,1.395,0.49342,,0.0010725448
7981,10.1039/c5ee03366g,7628,4(a),9274,Sn0.99Na0.01Se,Sn0.99Na0.01Se,500,,21220,0.000047125,,,,0.0013615,0.00027568,1.2463,0.56987,,0.0010924336
7981,10.1039/c5ee03366g,7628,4(a),9274,Sn0.99Na0.01Se,Sn0.99Na0.01Se,550,,17655,0.000056641,,,,0.0012267,0.00028841,1.0976,0.64632,,0.0011176203
7981,10.1039/c5ee03366g,7628,4(a),9274,Sn0.99Na0.01Se,Sn0.99Na0.01Se,600,,14090,0.000070972,,,,0.001092,0.00030114,0.94885,0.72277,,0.0011508668
7981,10.1039/c5ee03366g,7628,4(a),9274,Sn0.99Na0.01Se,Sn0.99Na0.01Se,650,,10526,0.000095003,,,,0.00095719,0.00031387,0.80013,0.79922,,0.0011962931
7981,10.1039/c5ee03366g,7628,4(a),9274,Sn0.99Na0.01Se,Sn0.99Na0.01Se,700,,6961.1,0.00014366,,,,0.00082243,0.0003266,0.65141,0.87567,,0.0012625382
7981,10.1039/c5ee03366g,7628,4(a),9274,Sn0.99Na0.01Se,Sn0.99Na0.01Se,750,,3396.5,0.00029442,,,,0.00068768,0.00033933,0.50269,0.95212,,0.0013680002
7981,10.1039/c5ee03366g,7628,4(a),9274,Sn0.99Na0.01Se,Sn0.99Na0.01Se,800,,-168.19,-0.0059457,,,,0.00055292,0.00035206,,1.0286,,
7981,10.1039/c5ee03366g,7631,5(a),9274,Sn0.99Na0.01Se,Sn0.99Na0.01Se,300,,,,,,,,,1.8412,,,
7981,10.1039/c5ee03366g,7628,4(a),9275,Sn0.98Na0.02Se,Sn0.98Na0.02Se,350,,48402,0.00002066,,,,0.0018015,0.00019791,1.7448,0.31795,,0.0010324966
7981,10.1039/c5ee03366g,7628,4(a),9275,Sn0.98Na0.02Se,Sn0.98Na0.02Se,400,,43280,0.000023105,,,,0.0016868,0.00020829,1.5825,0.43015,,0.0010659084
7981,10.1039/c5ee03366g,7628,4(a),9275,Sn0.98Na0.02Se,Sn0.98Na0.02Se,450,,38157,0.000026208,,,,0.0015721,0.00021866,1.4201,0.54234,,0.0011070347
7981,10.1039/c5ee03366g,7628,4(a),9275,Sn0.98Na0.02Se,Sn0.98Na0.02Se,500,,33035,0.000030271,,,,0.0014574,0.00022903,1.2577,0.65454,,0.0011587819
7981,10.1039/c5ee03366g,7628,4(a),9275,Sn0.98Na0.02Se,Sn0.98Na0.02Se,550,,27912,0.000035827,,,,0.0013427,0.0002394,1.0953,0.76673,,0.0012258742
7981,10.1039/c5ee03366g,7628,4(a),9275,Sn0.98Na0.02Se,Sn0.98Na0.02Se,600,,22790,0.000043879,,,,0.001228,0.00024977,0.93296,0.87893,,0.0013162408
7981,10.1039/c5ee03366g,7628,4(a),9275,Sn0.98Na0.02Se,Sn0.98Na0.02Se,650,,17667,0.000056603,,,,0.0011133,0.00026014,0.77058,0.99112,,0.0014447559
7981,10.1039/c5ee03366g,7628,4(a),9275,Sn0.98Na0.02Se,Sn0.98Na0.02Se,700,,12545,0.000079713,,,,0.00099864,0.00027051,0.6082,1.1033,,0.0016419599
7981,10.1039/c5ee03366g,7628,4(a),9275,Sn0.98Na0.02Se,Sn0.98Na0.02Se,750,,7422.3,0.00013473,,,,0.00088394,0.00028088,0.44583,1.2155,,0.001982684
7981,10.1039/c5ee03366g,7628,4(a),9275,Sn0.98Na0.02Se,Sn0.98Na0.02Se,800,,2299.9,0.0004348,,,,0.00076924,0.00029125,,1.3277,,
7981,10.1039/c5ee03366g,7628,4(a),9276,Sn0.97Na0.03Se,Sn0.97Na0.03Se,350,,72302,0.000013831,,,,0.0023953,0.00018404,1.5307,0.49792,,0.0015648396
7981,10.1039/c5ee03366g,7628,4(a),9276,Sn0.97Na0.03Se,Sn0.97Na0.03Se,400,,64468,0.000015512,,,,0.0022576,0.00019647,1.396,0.65744,,0.001617192
7981,10.1039/c5ee03366g,7628,4(a),9276,Sn0.97Na0.03Se,Sn0.97Na0.03Se,450,,56634,0.000017657,,,,0.0021198,0.0002089,1.2614,0.81697,,0.0016805137
7981,10.1039/c5ee03366g,7628,4(a),9276,Sn0.97Na0.03Se,Sn0.97Na0.03Se,500,,48800,0.000020492,,,,0.0019821,0.00022133,1.1268,0.97649,,0.0017590522
7981,10.1039/c5ee03366g,7628,4(a),9276,Sn0.97Na0.03Se,Sn0.97Na0.03Se,550,,40966,0.00002441,,,,0.0018444,0.00023376,0.99217,1.136,,0.0018589556
7981,10.1039/c5ee03366g,7628,4(a),9276,Sn0.97Na0.03Se,Sn0.97Na0.03Se,600,,33131,0.000030183,,,,0.0017066,0.00024618,0.85755,1.2955,,0.001990088
7981,10.1039/c5ee03366g,7628,4(a),9276,Sn0.97Na0.03Se,Sn0.97Na0.03Se,650,,25297,0.00003953,,,,0.0015689,0.00025861,0.72293,1.4551,,0.0021701963
7981,10.1039/c5ee03366g,7628,4(a),9276,Sn0.97Na0.03Se,Sn0.97Na0.03Se,700,,17463,0.000057264,,,,0.0014312,0.00027104,0.58831,1.6146,,0.002432731
7981,10.1039/c5ee03366g,7628,4(a),9276,Sn0.97Na0.03Se,Sn0.97Na0.03Se,750,,9628.9,0.00010385,,,,0.0012934,0.00028347,0.45369,1.7741,,0.0028508453
7981,10.1039/c5ee03366g,7628,4(a),9276,Sn0.97Na0.03Se,Sn0.97Na0.03Se,800,,1794.7,0.0005572,,,,0.0011557,0.0002959,,1.9336,,
7981,10.1039/c5ee03366g,7631,5(a),9276,Sn0.97Na0.03Se,Sn0.97Na0.03Se,300,,,,,,,,,1.6653,,,
7981,10.1039/c5ee03366g,7628,4(a),9277,SnSe,SnSe,350,,69.174,0.014456,,,,0.00007308,0.00047419,,,,
7981,10.1039/c5ee03366g,7628,4(a),9277,SnSe,SnSe,400,,382.88,0.0026118,,,,0.0001124,0.00046994,,,,
7981,10.1039/c5ee03366g,7628,4(a),9277,SnSe,SnSe,450,,696.58,0.0014356,,,,0.00015172,0.00046568,,,,
7981,10.1039/c5ee03366g,7628,4(a),9277,SnSe,SnSe,500,,1010.3,0.00098981,,,,0.00019104,0.00046142,,,,
7981,10.1039/c5ee03366g,7628,4(a),9277,SnSe,SnSe,550,,1324,0.00075529,,,,0.00023036,0.00045716,,,,
7981,10.1039/c5ee03366g,7628,4(a),9277,SnSe,SnSe,600,,1637.7,0.00061061,,,,0.00026967,0.0004529,,,,
7981,10.1039/c5ee03366g,7628,4(a),9277,SnSe,SnSe,650,,1951.4,0.00051245,,,,0.00030899,0.00044864,,,,
7981,10.1039/c5ee03366g,7628,4(a),9277,SnSe,SnSe,700,,2265.1,0.00044148,,,,0.00034831,0.00044439,,,,
7981,10.1039/c5ee03366g,7628,4(a),9277,SnSe,SnSe,750,,2578.8,0.00038778,,,,0.00038763,0.00044013,,,,
7981,10.1039/c5ee03366g,7628,4(a),9277,SnSe,SnSe,800,,2892.5,0.00034572,,,,0.00042695,0.00043587,,,,
7981,10.1039/c5ee03366g,7628,4(a),9278,Sn0.99Ag0.01Se,Sn0.99Ag0.01Se,350,,3688.7,0.0002711,,,,0.00037572,0.000335,1.7282,0.0078473,,0.0002174054
7981,10.1039/c5ee03366g,7628,4(a),9278,Sn0.99Ag0.01Se,Sn0.99Ag0.01Se,400,,3525.4,0.00028366,,,,0.00037432,0.00034267,1.5693,0.066699,,0.0002385267
7981,10.1039/c5ee03366g,7628,4(a),9278,Sn0.99Ag0.01Se,Sn0.99Ag0.01Se,450,,3362.1,0.00029743,,,,0.00037293,0.00035034,1.4105,0.12555,,0.0002643956
7981,10.1039/c5ee03366g,7628,4(a),9278,Sn0.99Ag0.01Se,Sn0.99Ag0.01Se,500,,3198.8,0.00031262,,,,0.00037153,0.00035801,1.2516,0.1844,,0.000296844
7981,10.1039/c5ee03366g,7628,4(a),9278,Sn0.99Ag0.01Se,Sn0.99Ag0.01Se,550,,3035.5,0.00032944,,,,0.00037013,0.00036568,1.0927,0.24325,,0.0003387298
7981,10.1039/c5ee03366g,7628,4(a),9278,Sn0.99Ag0.01Se,Sn0.99Ag0.01Se,600,,2872.3,0.00034815,,,,0.00036873,0.00037334,0.93388,0.3021,,0.0003948366
7981,10.1039/c5ee03366g,7628,4(a),9278,Sn0.99Ag0.01Se,Sn0.99Ag0.01Se,650,,2709,0.00036914,,,,0.00036733,0.00038101,0.77502,0.36096,,0.000473962
7981,10.1039/c5ee03366g,7628,4(a),9278,Sn0.99Ag0.01Se,Sn0.99Ag0.01Se,700,,2545.7,0.00039282,,,,0.00036594,0.00038868,0.61616,0.41981,,0.0005939042
7981,10.1039/c5ee03366g,7628,4(a),9278,Sn0.99Ag0.01Se,Sn0.99Ag0.01Se,750,,2382.4,0.00041974,,,,0.00036454,0.00039635,0.45729,0.47866,,0.0007971747
7981,10.1039/c5ee03366g,7628,4(a),9278,Sn0.99Ag0.01Se,Sn0.99Ag0.01Se,800,,2219.1,0.00045063,,,,0.00036314,0.00040402,,0.53751,,
7981,10.1039/c5ee03366g,7628,4(a),9279,Sn0.98Ag0.02Se,Sn0.98Ag0.02Se,350,,9571.7,0.00010447,,,,0.00062746,0.00026562,1.7609,0.063993,,0.0003563291
7981,10.1039/c5ee03366g,7628,4(a),9279,Sn0.98Ag0.02Se,Sn0.98Ag0.02Se,400,,8652.8,0.00011557,,,,0.00059853,0.00027884,1.6035,0.12045,,0.0003732647
7981,10.1039/c5ee03366g,7628,4(a),9279,Sn0.98Ag0.02Se,Sn0.98Ag0.02Se,450,,7733.8,0.0001293,,,,0.00056961,0.00029205,1.4461,0.17692,,0.0003938939
7981,10.1039/c5ee03366g,7628,4(a),9279,Sn0.98Ag0.02Se,Sn0.98Ag0.02Se,500,,6814.9,0.00014674,,,,0.00054068,0.00030527,1.2887,0.23338,,0.0004195546
7981,10.1039/c5ee03366g,7628,4(a),9279,Sn0.98Ag0.02Se,Sn0.98Ag0.02Se,550,,5896,0.00016961,,,,0.00051176,0.00031849,1.1313,0.28984,,0.0004523645
7981,10.1039/c5ee03366g,7628,4(a),9279,Sn0.98Ag0.02Se,Sn0.98Ag0.02Se,600,,4977.1,0.00020092,,,,0.00048283,0.0003317,0.97388,0.3463,,0.0004957798
7981,10.1039/c5ee03366g,7628,4(a),9279,Sn0.98Ag0.02Se,Sn0.98Ag0.02Se,650,,4058.2,0.00024641,,,,0.00045391,0.00034492,0.81648,0.40276,,0.0005559352
7981,10.1039/c5ee03366g,7628,4(a),9279,Sn0.98Ag0.02Se,Sn0.98Ag0.02Se,700,,3139.3,0.00031854,,,,0.00042498,0.00035814,0.65908,0.45922,,0.0006448079
7981,10.1039/c5ee03366g,7628,4(a),9279,Sn0.98Ag0.02Se,Sn0.98Ag0.02Se,750,,2220.3,0.00045039,,,,0.00039605,0.00037136,0.50168,0.51568,,0.0007894475
7981,10.1039/c5ee03366g,7628,4(a),9279,Sn0.98Ag0.02Se,Sn0.98Ag0.02Se,800,,1301.4,0.0007684,,,,0.00036713,0.00038457,,0.57214,,
7981,10.1039/c5ee03366g,7628,4(a),9280,Sn0.97Ag0.03Se,Sn0.97Ag0.03Se,350,,16319,0.000061278,,,,0.0010697,0.00026344,1.6571,0.16476,,0.0006455253
7981,10.1039/c5ee03366g,7628,4(a),9280,Sn0.97Ag0.03Se,Sn0.97Ag0.03Se,400,,14703,0.000068013,,,,0.001006,0.00027507,1.5126,0.23801,,0.00066508
7981,10.1039/c5ee03366g,7628,4(a),9280,Sn0.97Ag0.03Se,Sn0.97Ag0.03Se,450,,13087,0.000076412,,,,0.00094236,0.00028669,1.3681,0.31126,,0.0006888093
7981,10.1039/c5ee03366g,7628,4(a),9280,Sn0.97Ag0.03Se,Sn0.97Ag0.03Se,500,,11471,0.000087176,,,,0.00087871,0.00029832,1.2236,0.3845,,0.000718135
7981,10.1039/c5ee03366g,7628,4(a),9280,Sn0.97Ag0.03Se,Sn0.97Ag0.03Se,550,,9855,0.00010147,,,,0.00081506,0.00030994,1.0791,0.45775,,0.0007553146
7981,10.1039/c5ee03366g,7628,4(a),9280,Sn0.97Ag0.03Se,Sn0.97Ag0.03Se,600,,8239,0.00012137,,,,0.00075141,0.00032157,0.93456,0.531,,0.0008040254
7981,10.1039/c5ee03366g,7628,4(a),9280,Sn0.97Ag0.03Se,Sn0.97Ag0.03Se,650,,6622.9,0.00015099,,,,0.00068776,0.00033319,0.79006,0.60425,,0.0008705162
7981,10.1039/c5ee03366g,7628,4(a),9280,Sn0.97Ag0.03Se,Sn0.97Ag0.03Se,700,,5006.9,0.00019972,,,,0.00062411,0.00034482,0.64555,0.6775,,0.000966788
7981,10.1039/c5ee03366g,7628,4(a),9280,Sn0.97Ag0.03Se,Sn0.97Ag0.03Se,750,,3390.8,0.00029492,,,,0.00056047,0.00035644,0.50105,0.75075,,0.001118591
7981,10.1039/c5ee03366g,7628,4(a),9280,Sn0.97Ag0.03Se,Sn0.97Ag0.03Se,800,,1774.8,0.00056344,,,,0.00049682,0.00036807,,0.824,,
14595,10.1038/nature13184,25495,1e,31742,SnSe_ a-axis,SnSe,300,,,,,,,,0.00060113,0.41219,-0.14337,,
14595,10.1038/nature13184,25495,1e,31742,SnSe_ a-axis,SnSe,350,,-77.471,-0.012908,,,,-0.00002662,0.00058618,0.39455,-0.075455,,-0.0000674693
14595,10.1038/nature13184,25495,1e,31742,SnSe_ a-axis,SnSe,400,,24.634,0.040594,,,,0.0000080379,0.00057122,0.3769,-0.0075353,,0.0000213263
14595,10.1038/nature13184,25495,1e,31742,SnSe_ a-axis,SnSe,450,,126.74,0.0078902,,,,0.000039218,0.00055627,0.35926,0.060384,,0.0001091633
14595,10.1038/nature13184,25495,1e,31742,SnSe_ a-axis,SnSe,500,,228.84,0.0043699,,,,0.000067056,0.00054132,0.34161,0.1283,,0.000196294
14595,10.1038/nature13184,25495,1e,31742,SnSe_ a-axis,SnSe,550,,330.95,0.0030216,,,,0.000091695,0.00052637,0.32397,0.19622,,0.0002830355
14595,10.1038/nature13184,25495,1e,31742,SnSe_ a-axis,SnSe,600,,433.05,0.0023092,,,,0.00011326,0.00051141,0.30632,0.26414,,0.0003697441
14595,10.1038/nature13184,25495,1e,31742,SnSe_ a-axis,SnSe,650,,535.16,0.0018686,,,,0.0001319,0.00049646,0.28868,0.33206,,0.0004569073
14595,10.1038/nature13184,25495,1e,31742,SnSe_ a-axis,SnSe,700,,637.26,0.0015692,,,,0.00014775,0.00048151,0.27103,0.39998,,0.0005451426
14595,10.1038/nature13184,25495,1e,31742,SnSe_ a-axis,SnSe,750,,739.37,0.0013525,,,,0.00016094,0.00046656,0.25339,0.4679,,0.0006351474
14595,10.1038/nature13184,25495,1e,31742,SnSe_ a-axis,SnSe,800,,841.47,0.0011884,,,,0.00017161,0.0004516,0.23574,0.53582,,0.000727963
14595,10.1038/nature13184,25495,1e,31742,SnSe_ a-axis,SnSe,850,,943.58,0.0010598,,,,0.00017991,0.00043665,0.2181,0.60374,,0.0008248968
14595,10.1038/nature13184,25495,1e,31742,SnSe_ a-axis,SnSe,900,,1045.7,0.0009563,,,,0.00018596,0.0004217,0.20045,0.67166,,0.0009277126
14595,10.1038/nature13184,25495,1e,31742,SnSe_ a-axis,SnSe,950,,1147.8,0.00087123,,,,0.0001899,0.00040675,0.18281,0.73958,,0.0010387834
14595,10.1038/nature13184,25495,1e,31743,SnSe_ b-axis,SnSe,300,,-949.63,-0.001053,,,,-0.00031958,0.00058011,0.63511,-0.41301,,-0.0005031884
14595,10.1038/nature13184,25495,1e,31743,SnSe_ b-axis,SnSe,350,,-352.9,-0.0028337,,,,-0.00011232,0.00056415,0.60724,-0.20189,,-0.0001849681
14595,10.1038/nature13184,25495,1e,31743,SnSe_ b-axis,SnSe,400,,243.83,0.0041012,,,,0.000073274,0.00054819,0.57936,0.0092192,,0.000126474
14595,10.1038/nature13184,25495,1e,31743,SnSe_ b-axis,SnSe,450,,840.56,0.0011897,,,,0.0002381,0.00053223,0.55148,0.22033,,0.0004317473
14595,10.1038/nature13184,25495,1e,31743,SnSe_ b-axis,SnSe,500,,1437.3,0.00069575,,,,0.00038309,0.00051627,0.52361,0.43145,,0.0007316323
14595,10.1038/nature13184,25495,1e,31743,SnSe_ b-axis,SnSe,550,,2034,0.00049164,,,,0.00050915,0.00050032,0.49573,0.64256,,0.0010270712
14595,10.1038/nature13184,25495,1e,31743,SnSe_ b-axis,SnSe,600,,2630.7,0.00038013,,,,0.00061717,0.00048436,0.46785,0.85367,,0.0013191621
14595,10.1038/nature13184,25495,1e,31743,SnSe_ b-axis,SnSe,650,,3227.5,0.00030984,,,,0.00070811,0.0004684,0.43998,1.0648,,0.0016094141
14595,10.1038/nature13184,25495,1e,31743,SnSe_ b-axis,SnSe,700,,3824.2,0.00026149,,,,0.00078282,0.00045244,0.4121,1.2759,,0.0018995875
14595,10.1038/nature13184,25495,1e,31743,SnSe_ b-axis,SnSe,750,,4420.9,0.0002262,,,,0.00084229,0.00043649,0.38423,1.487,,0.0021921505
14595,10.1038/nature13184,25495,1e,31743,SnSe_ b-axis,SnSe,800,,5017.7,0.00019929,,,,0.00088736,0.00042053,0.35635,1.6981,,0.0024901361
14595,10.1038/nature13184,25495,1e,31743,SnSe_ b-axis,SnSe,850,,5614.4,0.00017811,,,,0.00091895,0.00040457,0.32847,1.9092,,0.002797668
14595,10.1038/nature13184,25495,1e,31743,SnSe_ b-axis,SnSe,900,,6211.1,0.000161,,,,0.00093799,0.00038861,0.3006,2.1203,,0.0031203925
14595,10.1038/nature13184,25495,1e,31743,SnSe_ b-axis,SnSe,950,,6807.8,0.00014689,,,,0.00094539,0.00037265,0.27272,2.3315,,0.0034665224
14595,10.1038/nature13184,25495,1e,31744,SnSe c-axis,SnSe,300,,,,,,,,0.00059333,0.59699,-0.29819,,
14595,10.1038/nature13184,25495,1e,31744,SnSe c-axis,SnSe,350,,-116.99,-0.0085477,,,,-0.000038614,0.00057451,0.56831,-0.11951,,-0.0000679453
14595,10.1038/nature13184,25495,1e,31744,SnSe c-axis,SnSe,400,,360.63,0.0027729,,,,0.00011136,0.0005557,0.53964,0.059176,,0.0002063598
14595,10.1038/nature13184,25495,1e,31744,SnSe c-axis,SnSe,450,,838.25,0.001193,,,,0.00024162,0.00053688,0.51096,0.23786,,0.0004728746
14595,10.1038/nature13184,25495,1e,31744,SnSe c-axis,SnSe,500,,1315.9,0.00075994,,,,0.00035317,0.00051806,0.48228,0.41654,,0.0007322924
14595,10.1038/nature13184,25495,1e,31744,SnSe c-axis,SnSe,550,,1793.5,0.00055757,,,,0.00044703,0.00049925,0.4536,0.59522,,0.0009855159
14595,10.1038/nature13184,25495,1e,31744,SnSe c-axis,SnSe,600,,2271.1,0.00044032,,,,0.0005242,0.00048043,0.42492,0.7739,,0.001233644
14595,10.1038/nature13184,25495,1e,31744,SnSe c-axis,SnSe,650,,2748.7,0.00036381,,,,0.0005857,0.00046161,0.39625,0.95258,,0.0014781073
14595,10.1038/nature13184,25495,1e,31744,SnSe c-axis,SnSe,700,,3226.4,0.00030994,,,,0.00063261,0.0004428,0.36757,1.1313,,0.0017210599
14595,10.1038/nature13184,25495,1e,31744,SnSe c-axis,SnSe,750,,3704,0.00026998,,,,0.00066583,0.00042398,0.33889,1.3099,,0.0019647378
14595,10.1038/nature13184,25495,1e,31744,SnSe c-axis,SnSe,800,,4181.6,0.00023914,,,,0.00068643,0.00040516,0.31021,1.4886,,0.0022127913
14595,10.1038/nature13184,25495,1e,31744,SnSe c-axis,SnSe,850,,4659.2,0.00021463,,,,0.00069546,0.00038635,0.28154,1.6673,,0.0024701996
14595,10.1038/nature13184,25495,1e,31744,SnSe c-axis,SnSe,900,,5136.9,0.00019467,,,,0.00069388,0.00036753,0.25286,1.846,,0.0027441272
14595,10.1038/nature13184,25495,1e,31744,SnSe c-axis,SnSe,950,,5614.5,0.00017811,,,,0.00068272,0.00034871,0.22418,2.0247,,0.0030454099
18603,10.1002/adma.201605887,1960,1(a),2926,(Sn0.89Mn0.14Te)(Cu2Te)0.05,(Sn0.89Mn0.14Te)(Cu2Te)0.05,300,,,,,,,,,,0.075872,,
18603,10.1002/adma.201605887,1960,1(a),2926,(Sn0.89Mn0.14Te)(Cu2Te)0.05,(Sn0.89Mn0.14Te)(Cu2Te)0.05,350,,,,,,,,,,0.087694,,
18603,10.1002/adma.201605887,1960,1(a),2926,(Sn0.89Mn0.14Te)(Cu2Te)0.05,(Sn0.89Mn0.14Te)(Cu2Te)0.05,400,,,,,,,,,,0.15649,,
18603,10.1002/adma.201605887,1960,1(a),2926,(Sn0.89Mn0.14Te)(Cu2Te)0.05,(Sn0.89Mn0.14Te)(Cu2Te)0.05,450,,,,,,,,,,0.26097,,
18603,10.1002/adma.201605887,1960,1(a),2926,(Sn0.89Mn0.14Te)(Cu2Te)0.05,(Sn0.89Mn0.14Te)(Cu2Te)0.05,500,,,,,,,,,,0.38832,,
18603,10.1002/adma.201605887,1960,1(a),2926,(Sn0.89Mn0.14Te)(Cu2Te)0.05,(Sn0.89Mn0.14Te)(Cu2Te)0.05,550,,,,,,,,,,0.53173,,
18603,10.1002/adma.201605887,1960,1(a),2926,(Sn0.89Mn0.14Te)(Cu2Te)0.05,(Sn0.89Mn0.14Te)(Cu2Te)0.05,600,,,,,,,,,,0.68803,,
18603,10.1002/adma.201605887,1960,1(a),2926,(Sn0.89Mn0.14Te)(Cu2Te)0.05,(Sn0.89Mn0.14Te)(Cu2Te)0.05,650,,,,,,,,,,0.85526,,
18603,10.1002/adma.201605887,1960,1(a),2926,(Sn0.89Mn0.14Te)(Cu2Te)0.05,(Sn0.89Mn0.14Te)(Cu2Te)0.05,700,,,,,,,,,,1.0303,,
18603,10.1002/adma.201605887,1960,1(a),2926,(Sn0.89Mn0.14Te)(Cu2Te)0.05,(Sn0.89Mn0.14Te)(Cu2Te)0.05,750,,,,,,,,,,1.2063,,
18603,10.1002/adma.201605887,1960,1(a),2926,(Sn0.89Mn0.14Te)(Cu2Te)0.05,(Sn0.89Mn0.14Te)(Cu2Te)0.05,800,,,,,,,,,,1.3707,,
18603,10.1002/adma.201605887,1960,1(a),2926,(Sn0.89Mn0.14Te)(Cu2Te)0.05,(Sn0.89Mn0.14Te)(Cu2Te)0.05,850,,,,,,,,,,1.5021,,
18603,10.1002/adma.201605887,1960,1(a),2926,(Sn0.89Mn0.14Te)(Cu2Te)0.05,(Sn0.89Mn0.14Te)(Cu2Te)0.05,900,,,,,,,,,,1.5687,,
18603,10.1002/adma.201605887,1960,1(a),2927,Sn0.97In0.015Te(CdS)0.03,Sn0.97In0.015Te(CdS)0.03,300,,,,,,,,,,0.14235,,
18603,10.1002/adma.201605887,1960,1(a),2927,Sn0.97In0.015Te(CdS)0.03,Sn0.97In0.015Te(CdS)0.03,350,,,,,,,,,,0.19218,,
18603,10.1002/adma.201605887,1960,1(a),2927,Sn0.97In0.015Te(CdS)0.03,Sn0.97In0.015Te(CdS)0.03,400,,,,,,,,,,0.2636,,
18603,10.1002/adma.201605887,1960,1(a),2927,Sn0.97In0.015Te(CdS)0.03,Sn0.97In0.015Te(CdS)0.03,450,,,,,,,,,,0.34601,,
18603,10.1002/adma.201605887,1960,1(a),2927,Sn0.97In0.015Te(CdS)0.03,Sn0.97In0.015Te(CdS)0.03,500,,,,,,,,,,0.43479,,
18603,10.1002/adma.201605887,1960,1(a),2927,Sn0.97In0.015Te(CdS)0.03,Sn0.97In0.015Te(CdS)0.03,550,,,,,,,,,,0.52954,,
18603,10.1002/adma.201605887,1960,1(a),2927,Sn0.97In0.015Te(CdS)0.03,Sn0.97In0.015Te(CdS)0.03,600,,,,,,,,,,0.63225,,
18603,10.1002/adma.201605887,1960,1(a),2927,Sn0.97In0.015Te(CdS)0.03,Sn0.97In0.015Te(CdS)0.03,650,,,,,,,,,,0.74547,,
18603,10.1002/adma.201605887,1960,1(a),2927,Sn0.97In0.015Te(CdS)0.03,Sn0.97In0.015Te(CdS)0.03,700,,,,,,,,,,0.87052,,
18603,10.1002/adma.201605887,1960,1(a),2927,Sn0.97In0.015Te(CdS)0.03,Sn0.97In0.015Te(CdS)0.03,750,,,,,,,,,,1.0057,,
18603,10.1002/adma.201605887,1960,1(a),2927,Sn0.97In0.015Te(CdS)0.03,Sn0.97In0.015Te(CdS)0.03,800,,,,,,,,,,1.1444,,
18603,10.1002/adma.201605887,1960,1(a),2927,Sn0.97In0.015Te(CdS)0.03,Sn0.97In0.015Te(CdS)0.03,850,,,,,,,,,,1.2733,,
18603,10.1002/adma.201605887,1960,1(a),2927,Sn0.97In0.015Te(CdS)0.03,Sn0.97In0.015Te(CdS)0.03,900,,,,,,,,,,1.3708,,
18603,10.1002/adma.201605887,1960,1(a),2928,(Sn0.97Bi0.03Te)(SrTe)0.03,(Sn0.97Bi0.03Te)(SrTe)0.03,350,,,,,,,,,,0.23221,,
18603,10.1002/adma.201605887,1960,1(a),2928,(Sn0.97Bi0.03Te)(SrTe)0.03,(Sn0.97Bi0.03Te)(SrTe)0.03,400,,,,,,,,,,0.30786,,
18603,10.1002/adma.201605887,1960,1(a),2928,(Sn0.97Bi0.03Te)(SrTe)0.03,(Sn0.97Bi0.03Te)(SrTe)0.03,450,,,,,,,,,,0.4027,,
18603,10.1002/adma.201605887,1960,1(a),2928,(Sn0.97Bi0.03Te)(SrTe)0.03,(Sn0.97Bi0.03Te)(SrTe)0.03,500,,,,,,,,,,0.51479,,
18603,10.1002/adma.201605887,1960,1(a),2928,(Sn0.97Bi0.03Te)(SrTe)0.03,(Sn0.97Bi0.03Te)(SrTe)0.03,550,,,,,,,,,,0.63735,,
18603,10.1002/adma.201605887,1960,1(a),2928,(Sn0.97Bi0.03Te)(SrTe)0.03,(Sn0.97Bi0.03Te)(SrTe)0.03,600,,,,,,,,,,0.76121,,
18603,10.1002/adma.201605887,1960,1(a),2928,(Sn0.97Bi0.03Te)(SrTe)0.03,(Sn0.97Bi0.03Te)(SrTe)0.03,650,,,,,,,,,,0.8772,,
18603,10.1002/adma.201605887,1960,1(a),2928,(Sn0.97Bi0.03Te)(SrTe)0.03,(Sn0.97Bi0.03Te)(SrTe)0.03,700,,,,,,,,,,0.97861,,
18603,10.1002/adma.201605887,1960,1(a),2928,(Sn0.97Bi0.03Te)(SrTe)0.03,(Sn0.97Bi0.03Te)(SrTe)0.03,750,,,,,,,,,,1.0636,,
