sid,DOI,figureid,fignum,sampleid,samplename,composition,Temperature,Carrier concentration,Electrical conductivity,Electrical resistivity,Electronic thermal conductivity,Hall concentration,Hall movility,Lattice thermal conductivity,Power factor,Seebeck coefficient,Thermal conductivity,ZT,hall density,Figure of merit Z
2779,10.1039/c3ta14547f,14313,3a,16807,x=0,AgSbTe2,350,,30454,0.000032836,,,,,0.0010548,0.00018783,0.7941,0.49757,,0.0013282962
2779,10.1039/c3ta14547f,14313,3a,16807,x=0,AgSbTe2,400,,28418,0.000035189,,,,,0.0010513,0.00019539,0.77686,0.57794,,0.0013532683
2779,10.1039/c3ta14547f,14313,3a,16807,x=0,AgSbTe2,450,,26382,0.000037905,,,,,0.0010478,0.00020295,0.75962,0.65831,,0.0013793739
2779,10.1039/c3ta14547f,14313,3a,16807,x=0,AgSbTe2,500,,24347,0.000041073,,,,,0.0010443,0.00021051,0.74238,0.73867,,0.001406692
2779,10.1039/c3ta14547f,14313,3a,16807,x=0,AgSbTe2,550,,22311,0.000044821,,,,,0.0010408,0.00021807,0.72514,0.81904,,0.001435309
2779,10.1039/c3ta14547f,14313,3a,16807,x=0,AgSbTe2,600,,20275,0.000049322,,,,,0.0010374,0.00022564,0.7079,0.89941,,0.0014654612
2779,10.1039/c3ta14547f,14313,3a,16807,x=0,AgSbTe2,650,,18240,0.000054825,,,,,0.0010339,0.0002332,0.69066,0.97978,,0.0014969739
2779,10.1039/c3ta14547f,14313,3a,16808,x=0.03,Ag(Sb0.97In0.03)Te2,350,,24155,0.000041399,,,,,0.0010917,0.00021051,0.74857,0.51581,,0.0014583806
2779,10.1039/c3ta14547f,14313,3a,16808,x=0.03,Ag(Sb0.97In0.03)Te2,400,,23131,0.000043232,,,,,0.0011036,0.00021668,0.7315,0.62171,,0.0015086808
2779,10.1039/c3ta14547f,14313,3a,16808,x=0.03,Ag(Sb0.97In0.03)Te2,450,,22106,0.000045237,,,,,0.0011155,0.00022285,0.71443,0.72761,,0.0015613846
2779,10.1039/c3ta14547f,14313,3a,16808,x=0.03,Ag(Sb0.97In0.03)Te2,500,,21082,0.000047434,,,,,0.0011275,0.00022902,0.69736,0.83351,,0.001616812
2779,10.1039/c3ta14547f,14313,3a,16808,x=0.03,Ag(Sb0.97In0.03)Te2,550,,20057,0.000049858,,,,,0.0011394,0.00023519,0.6803,0.93942,,0.0016748493
2779,10.1039/c3ta14547f,14313,3a,16808,x=0.03,Ag(Sb0.97In0.03)Te2,600,,19033,0.00005254,,,,,0.0011513,0.00024136,0.66323,1.0453,,0.0017358986
2779,10.1039/c3ta14547f,14313,3a,16808,x=0.03,Ag(Sb0.97In0.03)Te2,650,,18008,0.000055531,,,,,0.0011633,0.00024753,0.64616,1.1512,,0.0018003281
2779,10.1039/c3ta14547f,14313,3a,16809,x=0.05,Ag(Sb0.95In0.05)Te2,350,,21041,0.000047526,,,,,0.0011672,0.00023625,0.70552,0.60666,,0.0016543826
2779,10.1039/c3ta14547f,14313,3a,16809,x=0.05,Ag(Sb0.95In0.05)Te2,400,,20411,0.000048993,,,,,0.0011743,0.00024071,0.68957,0.71645,,0.0017029453
2779,10.1039/c3ta14547f,14313,3a,16809,x=0.05,Ag(Sb0.95In0.05)Te2,450,,19782,0.000050551,,,,,0.0011813,0.00024516,0.67362,0.82625,,0.0017536593
2779,10.1039/c3ta14547f,14313,3a,16809,x=0.05,Ag(Sb0.95In0.05)Te2,500,,19152,0.000052214,,,,,0.0011884,0.00024962,0.65768,0.93604,,0.0018069578
2779,10.1039/c3ta14547f,14313,3a,16809,x=0.05,Ag(Sb0.95In0.05)Te2,550,,18522,0.00005399,,,,,0.0011954,0.00025407,0.64173,1.0458,,0.0018627772
2779,10.1039/c3ta14547f,14313,3a,16809,x=0.05,Ag(Sb0.95In0.05)Te2,600,,17893,0.000055888,,,,,0.0012025,0.00025852,0.62578,1.1556,,0.0019216018
2779,10.1039/c3ta14547f,14313,3a,16809,x=0.05,Ag(Sb0.95In0.05)Te2,650,,17263,0.000057927,,,,,0.0012095,0.00026298,0.60983,1.2654,,0.0019833396
2779,10.1039/c3ta14547f,14313,3a,16810,x=0.07,Ag(Sb0.93In0.07)Te2,350,,19495,0.000051295,,,,,0.001253,0.0002548,0.68178,0.67914,,0.0018378363
2779,10.1039/c3ta14547f,14313,3a,16810,x=0.07,Ag(Sb0.93In0.07)Te2,400,,19042,0.000052515,,,,,0.0012563,0.00025842,0.66638,0.79493,,0.0018852607
2779,10.1039/c3ta14547f,14313,3a,16810,x=0.07,Ag(Sb0.93In0.07)Te2,450,,18589,0.000053795,,,,,0.0012595,0.00026204,0.65098,0.91072,,0.0019347753
2779,10.1039/c3ta14547f,14313,3a,16810,x=0.07,Ag(Sb0.93In0.07)Te2,500,,18137,0.000055136,,,,,0.0012627,0.00026565,0.63557,1.0265,,0.0019867206
2779,10.1039/c3ta14547f,14313,3a,16810,x=0.07,Ag(Sb0.93In0.07)Te2,550,,17684,0.000056548,,,,,0.001266,0.00026927,0.62017,1.1423,,0.0020413758
2779,10.1039/c3ta14547f,14313,3a,16810,x=0.07,Ag(Sb0.93In0.07)Te2,600,,17232,0.000058032,,,,,0.0012692,0.00027289,0.60477,1.2581,,0.0020986491
2779,10.1039/c3ta14547f,14313,3a,16810,x=0.07,Ag(Sb0.93In0.07)Te2,650,,16779,0.000059598,,,,,0.0012725,0.0002765,0.58936,1.3739,,0.0021591218
2828,10.1039/c3tc31810a,11411,1a,13665,hot-pressed_ nH=1.12E19,Ag2Se,300,2.0639e+25,316470,0.0000031599,,,0.10934,,,,2.0027,,,
2828,10.1039/c3tc31810a,11411,1a,13665,hot-pressed_ nH=1.12E19,Ag2Se,350,2.4682e+25,282040,0.0000035456,,,0.094603,,,,2.0881,0.22406,,
2828,10.1039/c3tc31810a,11411,1a,13665,hot-pressed_ nH=1.12E19,Ag2Se,400,2.8726e+25,254380,0.0000039312,,,0.079866,,,,2.1735,0.20324,,
2828,10.1039/c3tc31810a,11411,1a,13665,hot-pressed_ nH=1.12E19,Ag2Se,450,3.2769e+25,231650,0.0000043168,,,0.065129,,,,2.259,0.18242,,
2828,10.1039/c3tc31810a,11411,1a,13665,hot-pressed_ nH=1.12E19,Ag2Se,500,3.6812e+25,212650,0.0000047025,,,0.050392,,,,2.3444,0.1616,,
2828,10.1039/c3tc31810a,11411,1a,13665,hot-pressed_ nH=1.12E19,Ag2Se,550,4.0856e+25,196540,0.0000050881,,,0.035655,,,,2.4298,0.14078,,
2828,10.1039/c3tc31810a,11411,1a,13665,hot-pressed_ nH=1.12E19,Ag2Se,600,4.4899e+25,182690,0.0000054738,,,0.020918,,,,2.5153,0.11997,,
2828,10.1039/c3tc31810a,11411,1a,13665,hot-pressed_ nH=1.12E19,Ag2Se,650,4.8942e+25,170670,0.0000058594,,,0.0061808,,,,2.6007,0.099148,,
2828,10.1039/c3tc31810a,11411,1a,13666,hot-pressed_ nH=1.28E19,Ag2.0006Se,300,1.931e+25,300570,0.000003327,,,0.10759,,,,1.9881,,,
2828,10.1039/c3tc31810a,11411,1a,13666,hot-pressed_ nH=1.28E19,Ag2.0006Se,350,2.2133e+25,260340,0.0000038412,,,0.092361,,0.00097553,-0.000061214,2.0108,0.19886,,0.0004851452
2828,10.1039/c3tc31810a,11411,1a,13666,hot-pressed_ nH=1.28E19,Ag2.0006Se,400,2.4955e+25,229600,0.0000043554,,,0.077135,,0.00082403,-0.000059908,2.0335,0.14592,,0.0004052274
2828,10.1039/c3tc31810a,11411,1a,13666,hot-pressed_ nH=1.28E19,Ag2.0006Se,450,2.7778e+25,205350,0.0000048697,,,0.061909,,0.00070521,-0.000058602,2.0562,0.15434,,0.0003429676
2828,10.1039/c3tc31810a,11411,1a,13666,hot-pressed_ nH=1.28E19,Ag2.0006Se,500,3.0601e+25,185740,0.0000053839,,,0.046683,,0.00060975,-0.000057296,2.0789,0.14665,,0.0002933042
2828,10.1039/c3tc31810a,11411,1a,13666,hot-pressed_ nH=1.28E19,Ag2.0006Se,550,3.3424e+25,169540,0.0000058982,,,0.031457,,0.00053147,-0.000055989,2.1016,0.13909,,0.0002528883
2828,10.1039/c3tc31810a,11411,1a,13666,hot-pressed_ nH=1.28E19,Ag2.0006Se,600,3.6246e+25,155950,0.0000064124,,,0.016231,,0.00046633,-0.000054683,2.1243,0.13171,,0.0002195217
2828,10.1039/c3tc31810a,11411,1a,13666,hot-pressed_ nH=1.28E19,Ag2.0006Se,650,3.9069e+25,144370,0.0000069266,,,0.0010052,,0.00041133,-0.000053377,2.147,0.12453,,0.0001915836
2828,10.1039/c3tc31810a,11411,1a,13667,hot-pressed_ nH=1.08E19,Ag2.0027Se,350,3.0032e+25,271020,0.0000036897,,,0.078658,,0.0015004,-0.000074406,1.7406,0.24063,,0.0008620016
2828,10.1039/c3tc31810a,11411,1a,13667,hot-pressed_ nH=1.08E19,Ag2.0027Se,400,3.5196e+25,255360,0.0000039161,,,0.06791,,0.0011257,-0.000066396,1.8619,0.20535,,0.0006045975
2828,10.1039/c3tc31810a,11411,1a,13667,hot-pressed_ nH=1.08E19,Ag2.0027Se,450,4.036e+25,241400,0.0000041425,,,0.057161,,0.00082289,-0.000058385,1.9831,0.17007,,0.0004149513
2828,10.1039/c3tc31810a,11411,1a,13667,hot-pressed_ nH=1.08E19,Ag2.0027Se,500,4.5524e+25,228890,0.000004369,,,0.046412,,0.00058082,-0.000050374,2.1044,0.13479,,0.0002760027
2828,10.1039/c3tc31810a,11411,1a,13667,hot-pressed_ nH=1.08E19,Ag2.0027Se,550,5.0687e+25,217610,0.0000045954,,,0.035664,,0.00039053,-0.000042363,2.2257,0.099509,,0.0001754639
2828,10.1039/c3tc31810a,11411,1a,13667,hot-pressed_ nH=1.08E19,Ag2.0027Se,600,5.5851e+25,207390,0.0000048218,,,0.024915,,0.00024473,-0.000034352,2.3469,0.064229,,0.000104278
2828,10.1039/c3tc31810a,11411,1a,13667,hot-pressed_ nH=1.08E19,Ag2.0027Se,650,6.1015e+25,198090,0.0000050483,,,0.014167,,0.00013744,-0.000026341,2.4682,0.028949,,0.0000556843
2828,10.1039/c3tc31810a,11411,1a,13667,hot-pressed_ nH=1.08E19,Ag2.0027Se,700,6.6178e+25,189580,0.0000052747,,,0.0034179,,,,,,,
2828,10.1039/c3tc31810a,11415,1e,13667,hot-pressed_ nH=1.08E19,Ag2.0027Se,300,,,,,,,,,,1.6193,,,
2828,10.1039/c3tc31810a,11411,1a,13668,ingot_ nH=7.83E18,Ag2Se,300,2.2072e+25,277810,0.0000035996,,,0.12126,,,,1.9653,,,
2828,10.1039/c3tc31810a,11411,1a,13668,ingot_ nH=7.83E18,Ag2Se,350,2.8699e+25,273940,0.0000036504,,,0.10459,,0.0023922,-0.000093448,2.3103,0.39291,,0.0010354499
2828,10.1039/c3tc31810a,11411,1a,13668,ingot_ nH=7.83E18,Ag2Se,400,3.5326e+25,270190,0.0000037011,,,0.087912,,0.0017789,-0.000081141,2.6553,0.3161,,0.0006699431
2828,10.1039/c3tc31810a,11411,1a,13668,ingot_ nH=7.83E18,Ag2Se,450,4.1953e+25,266530,0.0000037519,,,0.071238,,0.0012629,-0.000068834,3.0003,0.23929,,0.0004209246
2828,10.1039/c3tc31810a,11411,1a,13668,ingot_ nH=7.83E18,Ag2Se,500,4.858e+25,262970,0.0000038027,,,0.054564,,0.00084024,-0.000056526,3.3453,0.16248,,0.0002511703
2828,10.1039/c3tc31810a,11411,1a,13668,ingot_ nH=7.83E18,Ag2Se,550,5.5207e+25,259510,0.0000038534,,,0.037891,,0.00050743,-0.000044219,3.6903,0.085665,,0.0001375037
2828,10.1039/c3tc31810a,11411,1a,13668,ingot_ nH=7.83E18,Ag2Se,600,6.1834e+25,256130,0.0000039042,,,0.021217,,0.00026082,-0.000031911,4.0353,0.0088544,,0.0000646346
2828,10.1039/c3tc31810a,11411,1a,13668,ingot_ nH=7.83E18,Ag2Se,650,6.8461e+25,252840,0.000003955,,,0.0045427,,0.000097171,-0.000019604,4.3803,-0.067956,,0.0000221836
2828,10.1039/c3tc31810a,11411,1a,13669,ingot_ nH=5.56E18,Ag2.0006Se,300,1.2491e+25,217520,0.0000045973,,,0.12675,,,,1.8289,,,
2828,10.1039/c3tc31810a,11411,1a,13669,ingot_ nH=5.56E18,Ag2.0006Se,350,1.6099e+25,208210,0.0000048028,,,0.10998,,0.0019116,-0.000095819,1.9694,0.34656,,0.000970651
2828,10.1039/c3tc31810a,11411,1a,13669,ingot_ nH=5.56E18,Ag2.0006Se,400,1.9707e+25,199670,0.0000050083,,,0.093204,,0.0015659,-0.000088557,2.1099,0.30262,,0.0007421679
2828,10.1039/c3tc31810a,11411,1a,13669,ingot_ nH=5.56E18,Ag2.0006Se,450,2.3315e+25,191800,0.0000052139,,,0.076431,,0.0012676,-0.000081296,2.2504,0.25868,,0.0005632776
2828,10.1039/c3tc31810a,11411,1a,13669,ingot_ nH=5.56E18,Ag2.0006Se,500,2.6924e+25,184520,0.0000054194,,,0.059658,,0.0010114,-0.000074035,2.391,0.21474,,0.0004230029
2828,10.1039/c3tc31810a,11411,1a,13669,ingot_ nH=5.56E18,Ag2.0006Se,550,3.0532e+25,177780,0.0000056249,,,0.042886,,0.00079268,-0.000066774,2.5315,0.1708,,0.0003131266
2828,10.1039/c3tc31810a,11411,1a,13669,ingot_ nH=5.56E18,Ag2.0006Se,600,3.414e+25,171510,0.0000058305,,,0.026113,,0.00060745,-0.000059513,2.672,0.12687,,0.0002273391
2828,10.1039/c3tc31810a,11411,1a,13669,ingot_ nH=5.56E18,Ag2.0006Se,650,3.7748e+25,165670,0.000006036,,,0.0093401,,0.00045231,-0.000052251,2.8125,0.082927,,0.0001608213
2828,10.1039/c3tc31810a,11411,1a,13670,ingot_ nH=4.97E18,Ag2.0027Se,300,1.478e+25,169360,0.0000059045,,,0.12539,,,,1.8666,,,
2828,10.1039/c3tc31810a,11411,1a,13670,ingot_ nH=4.97E18,Ag2.0027Se,350,1.8856e+25,203500,0.0000049141,,,0.10866,,0.00084119,-0.000064293,2.0655,0.32692,,0.0004072573
2828,10.1039/c3tc31810a,11411,1a,13670,ingot_ nH=4.97E18,Ag2.0027Se,400,2.2933e+25,234680,0.0000042611,,,0.091935,,0.00088197,-0.000061304,2.2644,0.28307,,0.0003894939
2828,10.1039/c3tc31810a,11411,1a,13670,ingot_ nH=4.97E18,Ag2.0027Se,450,2.7009e+25,253450,0.0000039456,,,0.075208,,0.00086189,-0.000058315,2.4633,0.23923,,0.0003498924
2828,10.1039/c3tc31810a,11411,1a,13670,ingot_ nH=4.97E18,Ag2.0027Se,500,3.1085e+25,252050,0.0000039675,,,0.058482,,0.00077152,-0.000055326,2.6621,0.19539,,0.0002898163
2828,10.1039/c3tc31810a,11411,1a,13670,ingot_ nH=4.97E18,Ag2.0027Se,550,3.5162e+25,231110,0.0000043269,,,0.041755,,0.00063305,-0.000052337,2.861,0.15154,,0.0002212688
2828,10.1039/c3tc31810a,11411,1a,13670,ingot_ nH=4.97E18,Ag2.0027Se,600,3.9238e+25,199060,0.0000050237,,,0.025028,,0.00048476,-0.000049348,3.0599,0.1077,,0.0001584235
2828,10.1039/c3tc31810a,11411,1a,13670,ingot_ nH=4.97E18,Ag2.0027Se,650,4.3314e+25,165070,0.000006058,,,0.008301,,0.00035476,-0.000046359,3.2588,0.063854,,0.0001088622
2828,10.1039/c3tc31810a,26103,2a,32670,hot-pressed,undefined,,,,,,,,,,-0.000076596,,,1.5e+25,
2828,10.1039/c3tc31810a,26103,2a,32670,hot-pressed,undefined,,,,,,,,,,-0.000071092,,,2e+25,
2828,10.1039/c3tc31810a,26103,2a,32670,hot-pressed,undefined,,,,,,,,,,-0.000065588,,,2.5e+25,
2828,10.1039/c3tc31810a,26103,2a,32670,hot-pressed,undefined,,,,,,,,,,-0.000060084,,,3e+25,
2828,10.1039/c3tc31810a,26103,2a,32670,hot-pressed,undefined,,,,,,,,,,-0.00005458,,,3.5e+25,
2828,10.1039/c3tc31810a,26103,2a,32670,hot-pressed,undefined,,,,,,,,,,-0.000049077,,,4e+25,
2828,10.1039/c3tc31810a,26103,2a,32670,hot-pressed,undefined,,,,,,,,,,-0.000043573,,,4.5e+25,
2828,10.1039/c3tc31810a,26103,2a,32670,hot-pressed,undefined,,,,,,,,,,-0.000038069,,,5e+25,
2828,10.1039/c3tc31810a,26103,2a,32670,hot-pressed,undefined,,,,,,,,,,-0.000032565,,0.22958,5.5e+25,
2828,10.1039/c3tc31810a,26103,2a,32670,hot-pressed,undefined,,,,,,,,,,-0.000027061,,,6e+25,
2828,10.1039/c3tc31810a,26104,2b,32670,hot-pressed,undefined,,,,,,15000000000000,0.13301,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32670,hot-pressed,undefined,,,,,,20000000000000,0.12361,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32670,hot-pressed,undefined,,,,,,25000000000000,0.1142,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32670,hot-pressed,undefined,,,,,,30000000000000,0.1048,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32670,hot-pressed,undefined,,,,,,35000000000000,0.095396,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32670,hot-pressed,undefined,,,,,,40000000000000,0.085992,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32670,hot-pressed,undefined,,,,,,45000000000000,0.076588,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32670,hot-pressed,undefined,,,,,,50000000000000,0.067184,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32670,hot-pressed,undefined,,,,,,55000000000000,0.057781,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32670,hot-pressed,undefined,,,,,,60000000000000,0.048377,,,,,,,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,,,,-0.0001146,,,5e+24,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,,,,-0.00010686,,,1e+25,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,,,,-0.000099131,,,1.5e+25,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,,,,-0.000091398,,,2e+25,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,,,,-0.000083665,,,2.5e+25,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,,,,-0.000075932,,0.5863,3e+25,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,,,,-0.000068198,,0.59548,3.5e+25,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,,,,-0.000060465,,0.60466,4e+25,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,,,,-0.000052732,,0.61384,4.5e+25,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,,,,-0.000044999,,,5e+25,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,,,,-0.000037266,,,5.5e+25,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,,,,-0.000029533,,,6e+25,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,,,5000000000000,0.16298,0.52011,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,,,10000000000000,0.15289,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,,,15000000000000,0.14281,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,,,20000000000000,0.13272,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,,,25000000000000,0.12263,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,,,30000000000000,0.11254,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,,,35000000000000,0.10245,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,,,40000000000000,0.092365,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,,,45000000000000,0.082276,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,,,50000000000000,0.072188,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,,,55000000000000,0.0621,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,,,60000000000000,0.052011,,,,,,,
2828,10.1039/c3tc31810a,26106,2d,32672,Aliev 2009,undefined,,,,,,,,,,,,0.75891,4.5e+25,
2828,10.1039/c3tc31810a,26106,2d,32673,Ferhat 2000,undefined,,,,,,,,,,,,0.70102,5e+24,
6898,10.1063/1.4870509,24997,2(a),31141,Ag2Se(1+x)_ x=0,undefined,350,9.9931e+24,257690,0.0000038806,,,0.16075,,0.0025249,-0.000098986,1.72,0.51568,,0.0014679651
6898,10.1063/1.4870509,24997,2(a),31141,Ag2Se(1+x)_ x=0,undefined,400,,319970,0.0000031253,,,,,0.0016901,-0.000072678,2.0754,0.32095,,0.000814349
6898,10.1063/1.4870509,25000,3(b),31141,Ag2Se(1+x)_ x=0,undefined,300,,,,,,0.16193,,,,,,,
6898,10.1063/1.4870509,26107,4(a),31141,Ag2Se(1+x)_ x=0,undefined,,,,,,,,,,-0.000088614,,,1e+25,
6898,10.1063/1.4870509,24997,2(a),31142,Ag2Se(1+x)_ x=0.02,undefined,350,9.4483e+24,218160,0.0000045838,,,0.14799,,0.0024084,-0.00010507,1.6676,0.51543,,0.0014442312
6898,10.1063/1.4870509,24997,2(a),31142,Ag2Se(1+x)_ x=0.02,undefined,400,,274860,0.0000036382,,,,,0.001443,-0.000072457,2.2126,0.30226,,0.0006521739
6898,10.1063/1.4870509,26107,4(a),31142,Ag2Se(1+x)_ x=0.02,undefined,,,,,,,,,,-0.000085814,,,1e+25,
6898,10.1063/1.4870509,24997,2(a),31143,Ag2Se(1+x)_ x=0.04,undefined,350,1.0054e+25,216790,0.0000046128,,,0.1385,,0.0022334,-0.0001015,1.4661,0.51866,,0.0015233613
6898,10.1063/1.4870509,24997,2(a),31143,Ag2Se(1+x)_ x=0.04,undefined,400,,231130,0.0000043266,,,,,0.0014471,-0.000079125,1.5739,0.37464,,0.0009194358
6898,10.1063/1.4870509,25000,3(b),31143,Ag2Se(1+x)_ x=0.04,undefined,300,,,,,,0.13728,,,,,,,
6898,10.1063/1.4870509,26107,4(a),31143,Ag2Se(1+x)_ x=0.04,undefined,,,,,,,,,,-0.000089493,,,1e+25,
6898,10.1063/1.4870509,24997,2(a),31144,Ag2Se(1+x)_ x=0.06,undefined,350,8.76e+24,181700,0.0000055036,,,0.13804,,0.0025934,-0.00011947,1.1631,0.73617,,0.0022297309
6898,10.1063/1.4870509,24997,2(a),31144,Ag2Se(1+x)_ x=0.06,undefined,400,,201910,0.0000049527,,,,,0.0013702,-0.000082377,1.1795,0.47403,,0.0011616787
6898,10.1063/1.4870509,24999,3(a),31144,Ag2Se(1+x)_ x=0.06,undefined,300,5.4864e+24,,,,,0.14147,,,,,,,
6898,10.1063/1.4870509,26107,4(a),31144,Ag2Se(1+x)_ x=0.06,undefined,,,,,,,,,,-0.00008921,,,1e+25,
6898,10.1063/1.4870509,24997,2(a),31145,Ag2Se(1+x)_ x=0.08,undefined,350,8.9928e+24,130630,0.0000076552,,,0.097184,,0.0024055,-0.0001357,1.1876,0.71458,,0.0020255136
6898,10.1063/1.4870509,24997,2(a),31145,Ag2Se(1+x)_ x=0.08,undefined,400,,137840,0.0000072548,,,,,0.0019105,-0.00011773,1.1897,0.73458,,0.001605867
6898,10.1063/1.4870509,24999,3(a),31145,Ag2Se(1+x)_ x=0.08,undefined,300,5.6001e+24,,,,,0.11452,,,,,,,
6898,10.1063/1.4870509,26107,4(a),31145,Ag2Se(1+x)_ x=0.08,undefined,,,,,,,,,,-0.00011233,,,1e+25,
11048,10.1007/s11664-009-0669-7,17607,1(c),21141,undoped,AgSbTe2 ,350,,13071,0.000076503,,,,,0.00093888,0.00026801,0.63447,0.41788,,0.0014797863
11048,10.1007/s11664-009-0669-7,17607,1(c),21141,undoped,AgSbTe2 ,400,,12238,0.000081716,,,,,0.0010397,0.00029147,0.61752,0.49313,,0.0016836702
11048,10.1007/s11664-009-0669-7,17607,1(c),21141,undoped,AgSbTe2 ,450,,,,,,,,,,0.60056,,,
11048,10.1007/s11664-009-0669-7,17608,2_S,21141,undoped,AgSbTe2 ,100,,19827,0.000050437,,,,,0.00045022,0.00015069,,0.041642,,
11048,10.1007/s11664-009-0669-7,17608,2_S,21141,undoped,AgSbTe2 ,150,,17969,0.00005565,,,,,0.00054497,0.00017415,,0.11689,,
11048,10.1007/s11664-009-0669-7,17608,2_S,21141,undoped,AgSbTe2 ,200,,16430,0.000060863,,,,,0.00064165,0.00019762,,0.19214,,
11048,10.1007/s11664-009-0669-7,17608,2_S,21141,undoped,AgSbTe2 ,250,,15134,0.000066076,,,,,0.00073969,0.00022108,,0.26738,,
11048,10.1007/s11664-009-0669-7,17608,2_S,21141,undoped,AgSbTe2 ,300,,14027,0.00007129,,,,,0.00083881,0.00024454,,0.34263,,
11048,10.1007/s11664-009-0669-7,17607,1(c),21142,2%AgTe,2%AgTe+AgSbTe2,300,,19361,0.000051651,,,,,0.0010457,0.0002324,0.81798,0.38687,,0.0012783931
11048,10.1007/s11664-009-0669-7,17607,1(c),21142,2%AgTe,2%AgTe+AgSbTe2,350,,17848,0.000056029,,,,,0.0011893,0.00025814,0.82005,0.47226,,0.0014502774
11048,10.1007/s11664-009-0669-7,17607,1(c),21142,2%AgTe,2%AgTe+AgSbTe2,400,,,,,,,,,0.00028388,0.82211,0.55766,,
11048,10.1007/s11664-009-0669-7,17608,2_S,21142,2%AgTe,2%AgTe+AgSbTe2,100,,29290,0.000034141,,,,,0.00049082,0.00012945,,0.045287,,
11048,10.1007/s11664-009-0669-7,17608,2_S,21142,2%AgTe,2%AgTe+AgSbTe2,150,,25961,0.000038519,,,,,0.00062524,0.00015519,,0.13068,,
11048,10.1007/s11664-009-0669-7,17608,2_S,21142,2%AgTe,2%AgTe+AgSbTe2,200,,23312,0.000042896,,,,,0.00076305,0.00018092,,0.21608,,
11048,10.1007/s11664-009-0669-7,17608,2_S,21142,2%AgTe,2%AgTe+AgSbTe2,250,,21153,0.000047274,,,,,0.00090341,0.00020666,,0.30147,,
11048,10.1007/s11664-009-0669-7,17607,1(c),21143,1%NaTe,1%AgTe+AgSbTe2,300,,10289,0.000097189,,,,,0.00088439,0.00029318,0.70327,0.49074,,0.0012575398
11048,10.1007/s11664-009-0669-7,17607,1(c),21143,1%NaTe,1%AgTe+AgSbTe2,350,,9638.6,0.00010375,,,,,0.0010184,0.00032505,0.69802,0.61484,,0.001458984
11048,10.1007/s11664-009-0669-7,17607,1(c),21143,1%NaTe,1%AgTe+AgSbTe2,400,,9065.4,0.00011031,,,,,,,0.69277,0.73893,,
11048,10.1007/s11664-009-0669-7,17607,1(c),21143,1%NaTe,1%AgTe+AgSbTe2,450,,,,,,,,,,0.68752,,,
11048,10.1007/s11664-009-0669-7,17608,2_S,21143,1%NaTe,1%AgTe+AgSbTe2,100,,14094,0.000070954,,,,,0.00038711,0.00016573,,-0.0056523,,
11048,10.1007/s11664-009-0669-7,17608,2_S,21143,1%NaTe,1%AgTe+AgSbTe2,150,,12901,0.000077513,,,,,0.00050368,0.00019759,,0.11845,,
11048,10.1007/s11664-009-0669-7,17608,2_S,21143,1%NaTe,1%AgTe+AgSbTe2,200,,11895,0.000084071,,,,,0.00062629,0.00022946,,0.24254,,
