sid,DOI,figureid,fignum,sampleid,samplename,composition,Temperature,Carrier concentration,Carrier mobility,Electrical conductivity,Electrical resistivity,Power factor,Seebeck coefficient,Thermal conductivity,ZT,Figure of merit Z
860,10.1039/c1ee01314a,88,2,34,Pb1Te0.996I0.004,Pb1Te0.996I0.004,500,,,291780,0.0000034272,0.0019381,-0.0000815,3.0194,0.32094,0.0006418825
860,10.1039/c1ee01314a,88,2,34,Pb1Te0.996I0.004,Pb1Te0.996I0.004,550,,,238940,0.0000041852,0.0021019,-0.000093791,2.6789,0.43154,0.0007846131
860,10.1039/c1ee01314a,88,2,34,Pb1Te0.996I0.004,Pb1Te0.996I0.004,600,,,198430,0.0000050395,0.0021806,-0.00010483,2.3816,0.54936,0.000915603
860,10.1039/c1ee01314a,88,2,34,Pb1Te0.996I0.004,Pb1Te0.996I0.004,650,,,166490,0.0000060065,0.0022299,-0.00011573,2.1232,0.68267,0.0010502543
860,10.1039/c1ee01314a,88,2,34,Pb1Te0.996I0.004,Pb1Te0.996I0.004,700,,,140340,0.0000071253,0.0022771,-0.00012738,1.9036,0.83735,0.0011962072
860,10.1039/c1ee01314a,88,2,34,Pb1Te0.996I0.004,Pb1Te0.996I0.004,750,,,118080,0.000008469,0.0022998,-0.00013956,1.722,1.0017,0.0013355401
860,10.1039/c1ee01314a,51,7,34,Pb1Te0.996I0.004,Pb1Te0.996I0.004,800,,,,,,,1.572,,
860,10.1039/c1ee01314a,4759,9,2078,x-0.0004,PbTe0.9996I0.0004,300,,,,,,,,0.60855,
860,10.1039/c1ee01314a,4759,9,2078,x-0.0004,PbTe0.9996I0.0004,350,,,,,,,,0.63431,
860,10.1039/c1ee01314a,4759,9,2078,x-0.0004,PbTe0.9996I0.0004,400,,,,,,,,0.66006,
860,10.1039/c1ee01314a,4759,9,2078,x-0.0004,PbTe0.9996I0.0004,450,,,,,,,,0.68582,
860,10.1039/c1ee01314a,4759,9,2078,x-0.0004,PbTe0.9996I0.0004,500,,,,,,,,0.71158,
860,10.1039/c1ee01314a,4759,9,2078,x-0.0004,PbTe0.9996I0.0004,550,,,,,,,,0.73733,
860,10.1039/c1ee01314a,4759,9,2078,x-0.0004,PbTe0.9996I0.0004,600,,,,,,,,0.76309,
860,10.1039/c1ee01314a,4759,9,2078,x-0.0004,PbTe0.9996I0.0004,650,,,,,,,,0.78884,
860,10.1039/c1ee01314a,4759,9,2078,x-0.0004,PbTe0.9996I0.0004,700,,,,,,,,0.8146,
860,10.1039/c1ee01314a,4759,9,2078,x-0.0004,PbTe0.9996I0.0004,750,,,,,,,,0.84036,
860,10.1039/c1ee01314a,4759,9,2079,x-0.0007,PbTe0.9993I0.0007,350,,,,,,,,0.491,
860,10.1039/c1ee01314a,4759,9,2079,x-0.0007,PbTe0.9993I0.0007,400,,,,,,,,0.58274,
860,10.1039/c1ee01314a,4759,9,2079,x-0.0007,PbTe0.9993I0.0007,450,,,,,,,,0.67449,
860,10.1039/c1ee01314a,4759,9,2079,x-0.0007,PbTe0.9993I0.0007,500,,,,,,,,0.76624,
860,10.1039/c1ee01314a,4759,9,2079,x-0.0007,PbTe0.9993I0.0007,550,,,,,,,,0.85798,
860,10.1039/c1ee01314a,4759,9,2079,x-0.0007,PbTe0.9993I0.0007,600,,,,,,,,0.94973,
860,10.1039/c1ee01314a,4759,9,2079,x-0.0007,PbTe0.9993I0.0007,650,,,,,,,,1.0415,
860,10.1039/c1ee01314a,4759,9,2079,x-0.0007,PbTe0.9993I0.0007,700,,,,,,,,1.1332,
860,10.1039/c1ee01314a,4759,9,2079,x-0.0007,PbTe0.9993I0.0007,750,,,,,,,,1.225,
860,10.1039/c1ee01314a,4759,9,2080,x-0.0012,PbTe0.9988I0.0012,350,,,,,,,,0.37219,
860,10.1039/c1ee01314a,4759,9,2080,x-0.0012,PbTe0.9988I0.0012,400,,,,,,,,0.50162,
860,10.1039/c1ee01314a,4759,9,2080,x-0.0012,PbTe0.9988I0.0012,450,,,,,,,,0.63105,
860,10.1039/c1ee01314a,4759,9,2080,x-0.0012,PbTe0.9988I0.0012,500,,,,,,,,0.76048,
860,10.1039/c1ee01314a,4759,9,2080,x-0.0012,PbTe0.9988I0.0012,550,,,,,,,,0.8899,
860,10.1039/c1ee01314a,4759,9,2080,x-0.0012,PbTe0.9988I0.0012,600,,,,,,,,1.0193,
860,10.1039/c1ee01314a,4759,9,2080,x-0.0012,PbTe0.9988I0.0012,650,,,,,,,,1.1488,
860,10.1039/c1ee01314a,4759,9,2080,x-0.0012,PbTe0.9988I0.0012,700,,,,,,,,1.2782,
860,10.1039/c1ee01314a,4759,9,2080,x-0.0012,PbTe0.9988I0.0012,750,,,,,,,,1.4076,
860,10.1039/c1ee01314a,4759,9,2081,x-0.0020,PbTe0.9980I0.0020,350,,,,,,,,0.16932,
860,10.1039/c1ee01314a,4759,9,2081,x-0.0020,PbTe0.9980I0.0020,400,,,,,,,,0.30895,
860,10.1039/c1ee01314a,4759,9,2081,x-0.0020,PbTe0.9980I0.0020,450,,,,,,,,0.44857,
860,10.1039/c1ee01314a,4759,9,2081,x-0.0020,PbTe0.9980I0.0020,500,,,,,,,,0.5882,
860,10.1039/c1ee01314a,4759,9,2081,x-0.0020,PbTe0.9980I0.0020,550,,,,,,,,0.72783,
860,10.1039/c1ee01314a,4759,9,2081,x-0.0020,PbTe0.9980I0.0020,600,,,,,,,,0.86745,
860,10.1039/c1ee01314a,4759,9,2081,x-0.0020,PbTe0.9980I0.0020,650,,,,,,,,1.0071,
860,10.1039/c1ee01314a,4759,9,2081,x-0.0020,PbTe0.9980I0.0020,700,,,,,,,,1.1467,
860,10.1039/c1ee01314a,4759,9,2081,x-0.0020,PbTe0.9980I0.0020,750,,,,,,,,1.2863,
860,10.1039/c1ee01314a,4759,9,2082,x-0.0028,PbTe0.9972I0.0028,350,,,,,,,,0.074759,
860,10.1039/c1ee01314a,4759,9,2082,x-0.0028,PbTe0.9972I0.0028,400,,,,,,,,0.21443,
860,10.1039/c1ee01314a,4759,9,2082,x-0.0028,PbTe0.9972I0.0028,450,,,,,,,,0.35409,
860,10.1039/c1ee01314a,4759,9,2082,x-0.0028,PbTe0.9972I0.0028,500,,,,,,,,0.49376,
860,10.1039/c1ee01314a,4759,9,2082,x-0.0028,PbTe0.9972I0.0028,550,,,,,,,,0.63343,
860,10.1039/c1ee01314a,4759,9,2082,x-0.0028,PbTe0.9972I0.0028,600,,,,,,,,0.7731,
860,10.1039/c1ee01314a,4759,9,2082,x-0.0028,PbTe0.9972I0.0028,650,,,,,,,,0.91276,
860,10.1039/c1ee01314a,4759,9,2082,x-0.0028,PbTe0.9972I0.0028,700,,,,,,,,1.0524,
860,10.1039/c1ee01314a,4759,9,2082,x-0.0028,PbTe0.9972I0.0028,750,,,,,,,,1.1921,
860,10.1039/c1ee01314a,4759,9,2082,x-0.0028,PbTe0.9972I0.0028,800,,,,,,,,1.3318,
860,10.1039/c1ee01314a,4759,9,2082,x-0.0028,PbTe0.9972I0.0028,850,,,,,,,,1.4714,
860,10.1039/c1ee01314a,4759,9,2083,x-0.0040,PbTe0.9960I0.0040,350,,,,,,,,0.0053826,
860,10.1039/c1ee01314a,4759,9,2083,x-0.0040,PbTe0.9960I0.0040,400,,,,,,,,0.11784,
860,10.1039/c1ee01314a,4759,9,2083,x-0.0040,PbTe0.9960I0.0040,450,,,,,,,,0.2303,
860,10.1039/c1ee01314a,4759,9,2083,x-0.0040,PbTe0.9960I0.0040,500,,,,,,,,0.34276,
860,10.1039/c1ee01314a,4759,9,2083,x-0.0040,PbTe0.9960I0.0040,550,,,,,,,,0.45521,
860,10.1039/c1ee01314a,4759,9,2083,x-0.0040,PbTe0.9960I0.0040,600,,,,,,,,0.56767,
860,10.1039/c1ee01314a,4759,9,2083,x-0.0040,PbTe0.9960I0.0040,650,,,,,,,,0.68013,
860,10.1039/c1ee01314a,4759,9,2083,x-0.0040,PbTe0.9960I0.0040,700,,,,,,,,0.79259,
860,10.1039/c1ee01314a,4759,9,2083,x-0.0040,PbTe0.9960I0.0040,750,,,,,,,,0.90504,
860,10.1039/c1ee01314a,4759,9,2084,x-0.0055,PbTe0.9945I0.0055,350,,,,,,,,-0.035552,
860,10.1039/c1ee01314a,4759,9,2084,x-0.0055,PbTe0.9945I0.0055,400,,,,,,,,0.054502,
860,10.1039/c1ee01314a,4759,9,2084,x-0.0055,PbTe0.9945I0.0055,450,,,,,,,,0.14456,
860,10.1039/c1ee01314a,4759,9,2084,x-0.0055,PbTe0.9945I0.0055,500,,,,,,,,0.23461,
860,10.1039/c1ee01314a,4759,9,2084,x-0.0055,PbTe0.9945I0.0055,550,,,,,,,,0.32467,
860,10.1039/c1ee01314a,4759,9,2084,x-0.0055,PbTe0.9945I0.0055,600,,,,,,,,0.41472,
860,10.1039/c1ee01314a,4759,9,2084,x-0.0055,PbTe0.9945I0.0055,650,,,,,,,,0.50477,
860,10.1039/c1ee01314a,4759,9,2084,x-0.0055,PbTe0.9945I0.0055,700,,,,,,,,0.59483,
860,10.1039/c1ee01314a,4759,9,2084,x-0.0055,PbTe0.9945I0.0055,750,,,,,,,,0.68488,
860,10.1039/c1ee01314a,4759,9,2085,x-0.0100,PbTe0.9900I0.0100,350,,,,,,,,-0.017,
860,10.1039/c1ee01314a,4759,9,2085,x-0.0100,PbTe0.9900I0.0100,400,,,,,,,,0.035664,
860,10.1039/c1ee01314a,4759,9,2085,x-0.0100,PbTe0.9900I0.0100,450,,,,,,,,0.088329,
860,10.1039/c1ee01314a,4759,9,2085,x-0.0100,PbTe0.9900I0.0100,500,,,,,,,,0.14099,
860,10.1039/c1ee01314a,4759,9,2085,x-0.0100,PbTe0.9900I0.0100,550,,,,,,,,0.19366,
860,10.1039/c1ee01314a,4759,9,2085,x-0.0100,PbTe0.9900I0.0100,600,,,,,,,,0.24632,
860,10.1039/c1ee01314a,4759,9,2085,x-0.0100,PbTe0.9900I0.0100,650,,,,,,,,0.29899,
860,10.1039/c1ee01314a,4759,9,2085,x-0.0100,PbTe0.9900I0.0100,700,,,,,,,,0.35165,
860,10.1039/c1ee01314a,4759,9,2085,x-0.0100,PbTe0.9900I0.0100,750,,,,,,,,0.40432,
4419,10.1016/j.physb.2005.03.022,85,4,137,Pb1Te1I0.00018,Pb1Te1I0.00018,350,,,141650,0.0000070598,0.003786,-0.00016464,,,
4419,10.1016/j.physb.2005.03.022,85,4,137,Pb1Te1I0.00018,Pb1Te1I0.00018,400,,,90326,0.000011071,0.0034281,-0.00018855,,,
4419,10.1016/j.physb.2005.03.022,85,4,137,Pb1Te1I0.00018,Pb1Te1I0.00018,450,,,62336,0.000016042,0.0030701,-0.0002115,,,
4419,10.1016/j.physb.2005.03.022,85,4,137,Pb1Te1I0.00018,Pb1Te1I0.00018,500,,,46002,0.000021738,0.0027122,-0.00023189,,,
4419,10.1016/j.physb.2005.03.022,85,4,137,Pb1Te1I0.00018,Pb1Te1I0.00018,550,,,35652,0.000028049,0.0023542,-0.00024875,,,
4419,10.1016/j.physb.2005.03.022,85,4,137,Pb1Te1I0.00018,Pb1Te1I0.00018,600,,,28620,0.000034941,0.0019963,-0.0002614,,,
4419,10.1016/j.physb.2005.03.022,85,4,137,Pb1Te1I0.00018,Pb1Te1I0.00018,650,,,23580,0.000042409,0.0016383,-0.00026923,,,
4419,10.1016/j.physb.2005.03.022,85,4,137,Pb1Te1I0.00018,Pb1Te1I0.00018,700,,,19825,0.000050441,0.0012804,-0.00027136,,,
4419,10.1016/j.physb.2005.03.022,85,4,137,Pb1Te1I0.00018,Pb1Te1I0.00018,750,,,16960,0.000058963,0.00092246,-0.00026641,,,
4419,10.1016/j.physb.2005.03.022,4879,6,137,Pb1Te1I0.00018,Pb1Te1I0.00018,300,,,,,0.0041439,,,,
4419,10.1016/j.physb.2005.03.022,85,4,125,Pb1Te1In0.0005,Pb1Te1In0.0005,350,,,59581,0.000016784,0.0028422,-0.00021841,,,
4419,10.1016/j.physb.2005.03.022,85,4,125,Pb1Te1In0.0005,Pb1Te1In0.0005,400,,,44111,0.00002267,0.0026426,-0.00024476,,,
4419,10.1016/j.physb.2005.03.022,85,4,125,Pb1Te1In0.0005,Pb1Te1In0.0005,450,,,35998,0.000027779,0.0025369,-0.00026547,,,
4419,10.1016/j.physb.2005.03.022,85,4,125,Pb1Te1In0.0005,Pb1Te1In0.0005,500,,,30544,0.00003274,0.0023859,-0.00027949,,,
4419,10.1016/j.physb.2005.03.022,85,4,125,Pb1Te1In0.0005,Pb1Te1In0.0005,550,,,26596,0.000037599,0.0022193,-0.00028887,,,
4419,10.1016/j.physb.2005.03.022,85,4,125,Pb1Te1In0.0005,Pb1Te1In0.0005,600,,,23683,0.000042225,0.0020702,-0.00029566,,,
4419,10.1016/j.physb.2005.03.022,85,4,125,Pb1Te1In0.0005,Pb1Te1In0.0005,650,,,21401,0.000046726,0.0019115,-0.00029886,,,
4419,10.1016/j.physb.2005.03.022,85,4,134,Pb1Te1I0.00106,Pb1Te1I0.00106,350,,,394030,0.0000025379,0.0020454,-0.000070769,,,
4419,10.1016/j.physb.2005.03.022,85,4,134,Pb1Te1I0.00106,Pb1Te1I0.00106,400,,,332590,0.0000030067,0.0021352,-0.000085151,,,
4419,10.1016/j.physb.2005.03.022,85,4,134,Pb1Te1I0.00106,Pb1Te1I0.00106,450,,,265550,0.0000037657,0.0022249,-0.0001005,,,
4419,10.1016/j.physb.2005.03.022,85,4,134,Pb1Te1I0.00106,Pb1Te1I0.00106,500,,,207930,0.0000048093,0.0023147,-0.00011632,,,
4419,10.1016/j.physb.2005.03.022,85,4,134,Pb1Te1I0.00106,Pb1Te1I0.00106,550,,,162400,0.0000061578,0.0024045,-0.00013204,,,
4419,10.1016/j.physb.2005.03.022,85,4,134,Pb1Te1I0.00106,Pb1Te1I0.00106,600,,,127590,0.0000078376,0.0024942,-0.00014709,,,
4419,10.1016/j.physb.2005.03.022,85,4,134,Pb1Te1I0.00106,Pb1Te1I0.00106,650,,,101410,0.0000098611,0.002584,-0.00016098,,,
4419,10.1016/j.physb.2005.03.022,85,4,134,Pb1Te1I0.00106,Pb1Te1I0.00106,700,,,81920,0.000012207,0.0026738,-0.00017333,,,
4419,10.1016/j.physb.2005.03.022,85,4,134,Pb1Te1I0.00106,Pb1Te1I0.00106,750,,,67568,0.0000148,0.0027635,-0.00018394,,,
4419,10.1016/j.physb.2005.03.022,4879,6,134,Pb1Te1I0.00106,Pb1Te1I0.00106,300,,,,,0.0019557,,,,
4419,10.1016/j.physb.2005.03.022,85,4,95,Pb1Te1In0.015,Pb1Te1In0.015,350,,,10406,0.000096099,0.00038058,-0.00019124,,,
4419,10.1016/j.physb.2005.03.022,85,4,95,Pb1Te1In0.015,Pb1Te1In0.015,400,,,10031,0.000099695,0.00039548,-0.00019856,,,
4419,10.1016/j.physb.2005.03.022,85,4,95,Pb1Te1In0.015,Pb1Te1In0.015,450,,,10150,0.000098518,0.00042901,-0.00020559,,,
4419,10.1016/j.physb.2005.03.022,85,4,95,Pb1Te1In0.015,Pb1Te1In0.015,500,,,10551,0.000094779,0.00047447,-0.00021206,,,
4419,10.1016/j.physb.2005.03.022,85,4,95,Pb1Te1In0.015,Pb1Te1In0.015,550,,,11151,0.000089678,0.00052877,-0.00021776,,,
4419,10.1016/j.physb.2005.03.022,85,4,95,Pb1Te1In0.015,Pb1Te1In0.015,600,,,11901,0.000084025,0.00058891,-0.00022245,,,
4419,10.1016/j.physb.2005.03.022,85,4,95,Pb1Te1In0.015,Pb1Te1In0.015,650,,,12680,0.000078867,0.00064707,-0.0002259,,,
4419,10.1016/j.physb.2005.03.022,85,4,1,Pb1Te1I0.0006,Pb1Te1I0.0006,350,,,302110,0.00000331,0.0027296,-0.000097866,,,
4419,10.1016/j.physb.2005.03.022,85,4,1,Pb1Te1I0.0006,Pb1Te1I0.0006,400,,,228140,0.0000043832,0.0026896,-0.0001166,,,
4419,10.1016/j.physb.2005.03.022,85,4,1,Pb1Te1I0.0006,Pb1Te1I0.0006,450,,,167260,0.0000059788,0.0026497,-0.00013557,,,
4419,10.1016/j.physb.2005.03.022,85,4,1,Pb1Te1I0.0006,Pb1Te1I0.0006,500,,,123780,0.000008079,0.0026098,-0.00015468,,,
4419,10.1016/j.physb.2005.03.022,85,4,1,Pb1Te1I0.0006,Pb1Te1I0.0006,550,,,93738,0.000010668,0.0025698,-0.00017331,,,
4419,10.1016/j.physb.2005.03.022,85,4,1,Pb1Te1I0.0006,Pb1Te1I0.0006,600,,,72807,0.000013735,0.0025299,-0.00019059,,,
4419,10.1016/j.physb.2005.03.022,85,4,1,Pb1Te1I0.0006,Pb1Te1I0.0006,650,,,57877,0.000017278,0.00249,-0.00020574,,,
4419,10.1016/j.physb.2005.03.022,85,4,1,Pb1Te1I0.0006,Pb1Te1I0.0006,700,,,46944,0.000021302,0.00245,-0.00021836,,,
4419,10.1016/j.physb.2005.03.022,85,4,1,Pb1Te1I0.0006,Pb1Te1I0.0006,750,,,38713,0.000025831,0.0024101,-0.00022876,,,
4419,10.1016/j.physb.2005.03.022,4879,6,1,Pb1Te1I0.0006,Pb1Te1I0.0006,300,,,,,0.0027695,,,,
4419,10.1016/j.physb.2005.03.022,85,4,142,Pb1Te1In0.0025,Pb1Te1In0.0025,350,,,42589,0.00002348,0.0017542,-0.00020295,,,
4419,10.1016/j.physb.2005.03.022,85,4,142,Pb1Te1In0.0025,Pb1Te1In0.0025,400,,,33346,0.000029989,0.0017029,-0.00022598,,,
4419,10.1016/j.physb.2005.03.022,85,4,142,Pb1Te1In0.0025,Pb1Te1In0.0025,450,,,29629,0.000033751,0.0017611,-0.0002438,,,
4419,10.1016/j.physb.2005.03.022,85,4,142,Pb1Te1In0.0025,Pb1Te1In0.0025,500,,,27319,0.000036604,0.0017933,-0.00025621,,,
4419,10.1016/j.physb.2005.03.022,85,4,142,Pb1Te1In0.0025,Pb1Te1In0.0025,550,,,25497,0.00003922,0.0017793,-0.00026417,,,
4419,10.1016/j.physb.2005.03.022,85,4,142,Pb1Te1In0.0025,Pb1Te1In0.0025,600,,,24023,0.000041627,0.0017382,-0.00026899,,,
4419,10.1016/j.physb.2005.03.022,85,4,142,Pb1Te1In0.0025,Pb1Te1In0.0025,650,,,22864,0.000043737,0.0016876,-0.00027168,,,
4419,10.1016/j.physb.2005.03.022,85,4,142,Pb1Te1In0.0025,Pb1Te1In0.0025,700,,,21805,0.00004586,0.0016158,-0.00027222,,,
4419,10.1016/j.physb.2005.03.022,10,11,142,Pb1Te1In0.0025,Pb1Te1In0.0025,300,,,93458,0.0000107,,,,,
4419,10.1016/j.physb.2005.03.022,85,4,4,Pb1.001Te1I0.002,Pb1.001Te1I0.002,350,,,504850,0.0000019808,0.0012132,-0.00004688,,,
4419,10.1016/j.physb.2005.03.022,85,4,4,Pb1.001Te1I0.002,Pb1.001Te1I0.002,400,,,441360,0.0000022657,0.0013913,-0.000057748,,,
4419,10.1016/j.physb.2005.03.022,85,4,4,Pb1.001Te1I0.002,Pb1.001Te1I0.002,450,,,366880,0.0000027257,0.0015694,-0.000069754,,,
4419,10.1016/j.physb.2005.03.022,85,4,4,Pb1.001Te1I0.002,Pb1.001Te1I0.002,500,,,299020,0.0000033443,0.0017474,-0.00008245,,,
4419,10.1016/j.physb.2005.03.022,85,4,4,Pb1.001Te1I0.002,Pb1.001Te1I0.002,550,,,242320,0.0000041267,0.0019255,-0.000095559,,,
4419,10.1016/j.physb.2005.03.022,85,4,4,Pb1.001Te1I0.002,Pb1.001Te1I0.002,600,,,196510,0.0000050888,0.0021036,-0.00010886,,,
4419,10.1016/j.physb.2005.03.022,85,4,4,Pb1.001Te1I0.002,Pb1.001Te1I0.002,650,,,160140,0.0000062445,0.0022817,-0.00012207,,,
4419,10.1016/j.physb.2005.03.022,85,4,4,Pb1.001Te1I0.002,Pb1.001Te1I0.002,700,,,131670,0.0000075948,0.0024597,-0.00013471,,,
4419,10.1016/j.physb.2005.03.022,85,4,4,Pb1.001Te1I0.002,Pb1.001Te1I0.002,750,,,109700,0.0000091155,0.0026378,-0.00014602,,,
4419,10.1016/j.physb.2005.03.022,4879,6,4,Pb1.001Te1I0.002,Pb1.001Te1I0.002,300,,,,,0.0010352,,,,
4419,10.1016/j.physb.2005.03.022,85,4,143,Pb1Te1In0.005,Pb1Te1In0.005,300,,,32543,0.000030729,0.001037,-0.00017851,,,
4419,10.1016/j.physb.2005.03.022,85,4,143,Pb1Te1In0.005,Pb1Te1In0.005,350,,,21347,0.000046846,0.00089623,-0.0002049,,,
4419,10.1016/j.physb.2005.03.022,85,4,143,Pb1Te1In0.005,Pb1Te1In0.005,400,,,18111,0.000055215,0.00093612,-0.00022735,,,
4419,10.1016/j.physb.2005.03.022,85,4,143,Pb1Te1In0.005,Pb1Te1In0.005,450,,,16591,0.000060275,0.00098979,-0.00024425,,,
4419,10.1016/j.physb.2005.03.022,85,4,143,Pb1Te1In0.005,Pb1Te1In0.005,500,,,15631,0.000063977,0.0010237,-0.00025591,,,
4419,10.1016/j.physb.2005.03.022,85,4,143,Pb1Te1In0.005,Pb1Te1In0.005,550,,,14992,0.000066703,0.001042,-0.00026363,,,
4419,10.1016/j.physb.2005.03.022,85,4,143,Pb1Te1In0.005,Pb1Te1In0.005,600,,,14664,0.000068196,0.0010595,-0.0002688,,,
4419,10.1016/j.physb.2005.03.022,85,4,143,Pb1Te1In0.005,Pb1Te1In0.005,650,,,14603,0.000068479,0.0010801,-0.00027196,,,
4775,10.1103/physrevb.83.195209,89,2(b),435,Pb0.995Ga0.005Se1,Pb0.995Ga0.005Se1,300,,,287050,0.0000034837,0.00089781,-0.000055926,3.4528,0.078007,0.0002600237
4775,10.1103/physrevb.83.195209,89,2(b),435,Pb0.995Ga0.005Se1,Pb0.995Ga0.005Se1,350,,,223960,0.0000044651,0.0010428,-0.000068235,3.0335,0.12032,0.0003437613
4775,10.1103/physrevb.83.195209,89,2(b),435,Pb0.995Ga0.005Se1,Pb0.995Ga0.005Se1,400,,,174760,0.0000057221,0.0012069,-0.000083103,2.6735,0.18057,0.0004514307
4775,10.1103/physrevb.83.195209,89,2(b),435,Pb0.995Ga0.005Se1,Pb0.995Ga0.005Se1,450,,,136770,0.0000073115,0.0013579,-0.00009964,2.3639,0.25849,0.0005744321
4775,10.1103/physrevb.83.195209,89,2(b),435,Pb0.995Ga0.005Se1,Pb0.995Ga0.005Se1,500,,,107650,0.0000092894,0.0014736,-0.000117,2.0982,0.35116,0.0007023163
4775,10.1103/physrevb.83.195209,89,2(b),435,Pb0.995Ga0.005Se1,Pb0.995Ga0.005Se1,550,,,85445,0.000011703,0.0015439,-0.00013442,1.872,0.4536,0.0008247329
4775,10.1103/physrevb.83.195209,89,2(b),435,Pb0.995Ga0.005Se1,Pb0.995Ga0.005Se1,600,,,68494,0.0000146,0.0015669,-0.00015125,1.6819,0.55897,0.0009316249
4775,10.1103/physrevb.83.195209,89,2(b),435,Pb0.995Ga0.005Se1,Pb0.995Ga0.005Se1,650,,,55471,0.000018027,0.0015474,-0.00016702,1.5254,0.65937,0.0010144224
4775,10.1103/physrevb.83.195209,89,2(b),435,Pb0.995Ga0.005Se1,Pb0.995Ga0.005Se1,700,,,45338,0.000022057,0.001493,-0.00018147,1.4002,0.74639,0.0010662762
4775,10.1103/physrevb.83.195209,89,2(b),435,Pb0.995Ga0.005Se1,Pb0.995Ga0.005Se1,750,,,37334,0.000026785,0.0014134,-0.00019457,1.3029,0.81361,0.0010848108
4775,10.1103/physrevb.83.195209,89,2(b),435,Pb0.995Ga0.005Se1,Pb0.995Ga0.005Se1,800,,,30951,0.000032309,0.001321,-0.00020659,1.2292,0.85975,0.0010746827
4775,10.1103/physrevb.83.195209,89,2(b),435,Pb0.995Ga0.005Se1,Pb0.995Ga0.005Se1,850,,,25921,0.000038579,0.0012332,-0.00021812,1.1727,0.89385,0.0010515903
4775,10.1103/physrevb.83.195209,89,2(b),322,Pb0.985Ga0.015Se1,Pb0.985Ga0.015Se1,350,,,196690,0.0000050841,0.00039748,-0.000044954,4.1172,0.033789,0.0000965413
4775,10.1103/physrevb.83.195209,89,2(b),322,Pb0.985Ga0.015Se1,Pb0.985Ga0.015Se1,400,,,165300,0.0000060496,0.00047785,-0.000053766,3.7313,0.051226,0.0001280653
4775,10.1103/physrevb.83.195209,89,2(b),322,Pb0.985Ga0.015Se1,Pb0.985Ga0.015Se1,450,,,139800,0.0000071531,0.00054536,-0.000062458,3.3677,0.072872,0.0001619384
4775,10.1103/physrevb.83.195209,89,2(b),322,Pb0.985Ga0.015Se1,Pb0.985Ga0.015Se1,500,,,118840,0.0000084147,0.00061164,-0.000071741,3.0316,0.10088,0.0002017548
4775,10.1103/physrevb.83.195209,89,2(b),322,Pb0.985Ga0.015Se1,Pb0.985Ga0.015Se1,550,,,101150,0.0000098863,0.00068335,-0.000082194,2.7257,0.13789,0.0002507062
4775,10.1103/physrevb.83.195209,89,2(b),322,Pb0.985Ga0.015Se1,Pb0.985Ga0.015Se1,600,,,85671,0.000011673,0.00076013,-0.000094195,2.4508,0.18609,0.0003101559
4775,10.1103/physrevb.83.195209,89,2(b),322,Pb0.985Ga0.015Se1,Pb0.985Ga0.015Se1,650,,,71611,0.000013964,0.00083295,-0.00010785,2.2068,0.24534,0.000377447
4775,10.1103/physrevb.83.195209,89,2(b),322,Pb0.985Ga0.015Se1,Pb0.985Ga0.015Se1,700,,,58539,0.000017083,0.00088477,-0.00012294,1.9934,0.31069,0.0004438497
4775,10.1103/physrevb.83.195209,89,2(b),322,Pb0.985Ga0.015Se1,Pb0.985Ga0.015Se1,750,,,46456,0.000021526,0.00089551,-0.00013884,1.8107,0.37092,0.0004945656
4775,10.1103/physrevb.83.195209,89,2(b),322,Pb0.985Ga0.015Se1,Pb0.985Ga0.015Se1,800,,,35883,0.000027868,0.0008562,-0.00015447,1.6598,0.41268,0.0005158453
4775,10.1103/physrevb.83.195209,89,2(b),322,Pb0.985Ga0.015Se1,Pb0.985Ga0.015Se1,850,,,27935,0.000035797,0.00079022,-0.00016819,1.544,0.43503,0.0005118005
4775,10.1103/physrevb.83.195209,89,2(b),322,Pb0.985Ga0.015Se1,Pb0.985Ga0.015Se1,900,,,24404,0.000040977,0.00077139,-0.00017779,1.4692,0.47254,0.0005250408
4775,10.1103/physrevb.83.195209,89,2(b),302,Pb0.997Ga0.003Se1,Pb0.997Ga0.003Se1,300,,,231870,0.0000043128,0.0021457,-0.000096198,2.9655,0.21707,0.0007235542
4775,10.1103/physrevb.83.195209,89,2(b),302,Pb0.997Ga0.003Se1,Pb0.997Ga0.003Se1,350,,,171510,0.0000058306,0.002317,-0.00011623,2.5814,0.31415,0.000897575
4775,10.1103/physrevb.83.195209,89,2(b),302,Pb0.997Ga0.003Se1,Pb0.997Ga0.003Se1,400,,,131610,0.0000075982,0.0024608,-0.00013674,2.2634,0.43489,0.0010872139
4775,10.1103/physrevb.83.195209,89,2(b),302,Pb0.997Ga0.003Se1,Pb0.997Ga0.003Se1,450,,,102640,0.0000097428,0.002408,-0.00015317,1.9967,0.5427,0.0012059899
4775,10.1103/physrevb.83.195209,89,2(b),302,Pb0.997Ga0.003Se1,Pb0.997Ga0.003Se1,500,,,80159,0.000012475,0.0022492,-0.00016751,1.7752,0.63351,0.0012670122
4775,10.1103/physrevb.83.195209,89,2(b),302,Pb0.997Ga0.003Se1,Pb0.997Ga0.003Se1,550,,,62757,0.000015934,0.0021139,-0.00018353,1.5956,0.72866,0.0013248308
4775,10.1103/physrevb.83.195209,89,2(b),302,Pb0.997Ga0.003Se1,Pb0.997Ga0.003Se1,600,,,49998,0.000020001,0.0020373,-0.00020186,1.4508,0.84256,0.0014042597
