sid,DOI,figureid,fignum,sampleid,samplename,composition,Temperature,Inverse temperature,Carrier concentration,Carrier mobility,Electrical conductivity,Electrical resistivity,Hall movility,Lattice thermal conductivity,Power factor,Seebeck coefficient,Thermal conductivity,ZT,Figure of merit Z
3290,10.1088/0022-3727/44/47/475304,25425,3a,31655, Pb1−xAgxSe_ x=0, PbSe ,100,0.01,4.2479e+24,,,,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31655, Pb1−xAgxSe_ x=0, PbSe ,150,0.0066667,4.2295e+24,,,,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31655, Pb1−xAgxSe_ x=0, PbSe ,200,0.005,4.211e+24,,,,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31655, Pb1−xAgxSe_ x=0, PbSe ,250,0.004,4.1925e+24,,,,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25426,4a,31655, Pb1−xAgxSe_ x=0, PbSe ,350,0.0028571,,,45000,0.000022222,,,0.0028799,0.00025298,1.3451,0.63353,0.0021410304
3290,10.1088/0022-3727/44/47/475304,25426,4a,31655, Pb1−xAgxSe_ x=0, PbSe ,400,0.0025,,,38525,0.000025957,,,0.0023443,0.00024668,1.3253,0.56672,0.0017688825
3290,10.1088/0022-3727/44/47/475304,25426,4a,31655, Pb1−xAgxSe_ x=0, PbSe ,450,0.0022222,,,32051,0.0000312,,,0.0018521,0.00024039,1.3054,0.49991,0.0014187988
3290,10.1088/0022-3727/44/47/475304,25426,4a,31655, Pb1−xAgxSe_ x=0, PbSe ,500,0.002,,,25576,0.000039099,,,0.0014016,0.0002341,1.2855,0.43309,0.0010903151
3290,10.1088/0022-3727/44/47/475304,25426,4a,31655, Pb1−xAgxSe_ x=0, PbSe ,550,0.0018182,,,19102,0.000052351,,,0.00099126,0.0002278,1.2656,0.36628,0.0007832332
3290,10.1088/0022-3727/44/47/475304,25426,4a,31655, Pb1−xAgxSe_ x=0, PbSe ,600,0.0016667,,,12628,0.000079189,,,0.00061961,0.00022151,1.2458,0.29947,0.0004973591
3290,10.1088/0022-3727/44/47/475304,25426,4a,31655, Pb1−xAgxSe_ x=0, PbSe ,650,0.0015385,,,6153.2,0.00016252,,,0.00028501,0.00021522,1.2259,0.23265,0.0002324904
3290,10.1088/0022-3727/44/47/475304,25426,4a,31655, Pb1−xAgxSe_ x=0, PbSe ,700,0.0014286,,,-321.24,-0.0031129,,,-0.000014023,0.00020893,1.206,0.16584,-0.0000116277
3290,10.1088/0022-3727/44/47/475304,25428,6a,31655, Pb1−xAgxSe_ x=0, PbSe ,750,0.0013333,,,,,,,,,1.1862,,
3290,10.1088/0022-3727/44/47/475304,25428,6a,31655, Pb1−xAgxSe_ x=0, PbSe ,800,0.00125,,,,,,,,,1.1663,,
3290,10.1088/0022-3727/44/47/475304,25428,6a,31655, Pb1−xAgxSe_ x=0, PbSe ,850,0.0011765,,,,,,,,,1.1464,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,50,0.02,2.1456e+25,,,,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,100,0.01,2.0913e+25,,,,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,150,0.0066667,2.0369e+25,,,,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,200,0.005,1.9825e+25,,,,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,250,0.004,1.9282e+25,,,,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25426,4a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,350,0.0028571,,,120740,0.0000082823,,,0.0018433,0.00012356,1.8103,0.5025,0.001018229
3290,10.1088/0022-3727/44/47/475304,25426,4a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,400,0.0025,,,106750,0.0000093677,,,0.0020813,0.00013963,1.7105,0.50458,0.0012167787
3290,10.1088/0022-3727/44/47/475304,25426,4a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,450,0.0022222,,,92753,0.000010781,,,0.0022489,0.00015571,1.6107,0.50666,0.0013962252
3290,10.1088/0022-3727/44/47/475304,25426,4a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,500,0.002,,,78760,0.000012697,,,0.0023243,0.00017179,1.5108,0.50874,0.0015384564
3290,10.1088/0022-3727/44/47/475304,25426,4a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,550,0.0018182,,,64766,0.00001544,,,0.0022859,0.00018787,1.411,0.51082,0.0016200567
3290,10.1088/0022-3727/44/47/475304,25426,4a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,600,0.0016667,,,50773,0.000019696,,,0.0021117,0.00020394,1.3111,0.5129,0.0016106323
3290,10.1088/0022-3727/44/47/475304,25426,4a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,650,0.0015385,,,36779,0.000027189,,,0.0017804,0.00022002,1.2113,0.51498,0.0014698258
3290,10.1088/0022-3727/44/47/475304,25426,4a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,700,0.0014286,,,22785,0.000043889,,,0.0012701,0.0002361,1.1115,0.51706,0.0011426901
3290,10.1088/0022-3727/44/47/475304,25426,4a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,750,0.0013333,,,8791.7,0.00011374,,,0.00055911,0.00025218,1.0116,0.51914,0.0005526987
3290,10.1088/0022-3727/44/47/475304,25426,4a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,800,0.00125,,,-5201.9,-0.00019224,,,-0.00037435,0.00026826,0.91179,0.52121,-0.000410566
3290,10.1088/0022-3727/44/47/475304,25426,4a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,850,0.0011765,,,-19195,-0.000052097,,,-0.0015518,0.00028433,0.81195,0.52329,-0.0019112014
3290,10.1088/0022-3727/44/47/475304,25425,3a,31651, Pb1−xAgxSe_ x=0.002, Pb0.998Ag0.002Se ,50,0.02,3.0232e+25,,,,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31651, Pb1−xAgxSe_ x=0.002, Pb0.998Ag0.002Se ,100,0.01,2.9392e+25,,,,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31651, Pb1−xAgxSe_ x=0.002, Pb0.998Ag0.002Se ,150,0.0066667,2.8553e+25,,,,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31651, Pb1−xAgxSe_ x=0.002, Pb0.998Ag0.002Se ,200,0.005,2.7714e+25,,,,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31651, Pb1−xAgxSe_ x=0.002, Pb0.998Ag0.002Se ,250,0.004,2.6874e+25,,,,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25426,4a,31651, Pb1−xAgxSe_ x=0.002, Pb0.998Ag0.002Se ,350,0.0028571,,,152560,0.0000065548,,,0.0016173,0.00010296,1.9638,0.46017,0.0008235564
3290,10.1088/0022-3727/44/47/475304,25426,4a,31651, Pb1−xAgxSe_ x=0.002, Pb0.998Ag0.002Se ,400,0.0025,,,134970,0.0000074091,,,0.0019549,0.00012035,1.843,0.48007,0.0010607162
3290,10.1088/0022-3727/44/47/475304,25426,4a,31651, Pb1−xAgxSe_ x=0.002, Pb0.998Ag0.002Se ,450,0.0022222,,,117390,0.0000085186,,,0.0022272,0.00013774,1.7221,0.49997,0.0012933047
3290,10.1088/0022-3727/44/47/475304,25426,4a,31651, Pb1−xAgxSe_ x=0.002, Pb0.998Ag0.002Se ,500,0.002,,,99798,0.00001002,,,0.0024017,0.00015513,1.6012,0.51986,0.0014999375
3290,10.1088/0022-3727/44/47/475304,25426,4a,31651, Pb1−xAgxSe_ x=0.002, Pb0.998Ag0.002Se ,550,0.0018182,,,82211,0.000012164,,,0.0024469,0.00017252,1.4804,0.53976,0.0016528641
3290,10.1088/0022-3727/44/47/475304,25426,4a,31651, Pb1−xAgxSe_ x=0.002, Pb0.998Ag0.002Se ,600,0.0016667,,,64624,0.000015474,,,0.002331,0.00018992,1.3595,0.55966,0.001714601
3290,10.1088/0022-3727/44/47/475304,25426,4a,31651, Pb1−xAgxSe_ x=0.002, Pb0.998Ag0.002Se ,650,0.0015385,,,47036,0.00002126,,,0.0020215,0.00020731,1.2387,0.57955,0.0016319529
3290,10.1088/0022-3727/44/47/475304,25426,4a,31651, Pb1−xAgxSe_ x=0.002, Pb0.998Ag0.002Se ,700,0.0014286,,,29449,0.000033957,,,0.0014869,0.0002247,1.1178,0.59945,0.0013302022
3290,10.1088/0022-3727/44/47/475304,25426,4a,31651, Pb1−xAgxSe_ x=0.002, Pb0.998Ag0.002Se ,750,0.0013333,,,11862,0.000084303,,,0.0006952,0.00024209,0.99696,0.61935,0.0006973199
3290,10.1088/0022-3727/44/47/475304,25426,4a,31651, Pb1−xAgxSe_ x=0.002, Pb0.998Ag0.002Se ,800,0.00125,,,-5725.5,-0.00017466,,,-0.00038553,0.00025949,0.8761,0.63924,-0.0004400525
3290,10.1088/0022-3727/44/47/475304,25426,4a,31651, Pb1−xAgxSe_ x=0.002, Pb0.998Ag0.002Se ,850,0.0011765,,,-23313,-0.000042895,,,-0.0017872,0.00027688,0.75525,0.65914,-0.0023663688
3290,10.1088/0022-3727/44/47/475304,25425,3a,31652, Pb1−xAgxSe_ x=0.005, Pb0.995Ag0.005Se ,50,0.02,5.0574e+25,,,,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31652, Pb1−xAgxSe_ x=0.005, Pb0.995Ag0.005Se ,100,0.01,4.9565e+25,,,,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31652, Pb1−xAgxSe_ x=0.005, Pb0.995Ag0.005Se ,150,0.0066667,4.8557e+25,,,,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31652, Pb1−xAgxSe_ x=0.005, Pb0.995Ag0.005Se ,200,0.005,4.7548e+25,,,,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31652, Pb1−xAgxSe_ x=0.005, Pb0.995Ag0.005Se ,250,0.004,4.6539e+25,,,,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31652, Pb1−xAgxSe_ x=0.005, Pb0.995Ag0.005Se ,300,0.0033333,4.553e+25,,,,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25426,4a,31652, Pb1−xAgxSe_ x=0.005, Pb0.995Ag0.005Se ,350,0.0028571,,,188080,0.0000053169,,,0.000658,0.000059148,2.365,0.22556,0.0002782241
3290,10.1088/0022-3727/44/47/475304,25426,4a,31652, Pb1−xAgxSe_ x=0.005, Pb0.995Ag0.005Se ,400,0.0025,,,167920,0.0000059552,,,0.0010396,0.000078685,2.1962,0.29723,0.0004733631
3290,10.1088/0022-3727/44/47/475304,25426,4a,31652, Pb1−xAgxSe_ x=0.005, Pb0.995Ag0.005Se ,450,0.0022222,,,147750,0.0000067682,,,0.0014254,0.000098222,2.0274,0.3689,0.000703068
3290,10.1088/0022-3727/44/47/475304,25426,4a,31652, Pb1−xAgxSe_ x=0.005, Pb0.995Ag0.005Se ,500,0.002,,,127590,0.0000078376,,,0.0017693,0.00011776,1.8586,0.44056,0.0009519531
3290,10.1088/0022-3727/44/47/475304,25426,4a,31652, Pb1−xAgxSe_ x=0.005, Pb0.995Ag0.005Se ,550,0.0018182,,,107430,0.0000093084,,,0.0020252,0.0001373,1.6898,0.51223,0.001198485
3290,10.1088/0022-3727/44/47/475304,25426,4a,31652, Pb1−xAgxSe_ x=0.005, Pb0.995Ag0.005Se ,600,0.0016667,,,87267,0.000011459,,,0.0021464,0.00015683,1.521,0.5839,0.0014111769
3290,10.1088/0022-3727/44/47/475304,25426,4a,31652, Pb1−xAgxSe_ x=0.005, Pb0.995Ag0.005Se ,650,0.0015385,,,67105,0.000014902,,,0.0020874,0.00017637,1.3522,0.65557,0.0015437066
3290,10.1088/0022-3727/44/47/475304,25426,4a,31652, Pb1−xAgxSe_ x=0.005, Pb0.995Ag0.005Se ,700,0.0014286,,,46942,0.000021303,,,0.0018017,0.00019591,1.1834,0.72724,0.0015224776
3290,10.1088/0022-3727/44/47/475304,25426,4a,31652, Pb1−xAgxSe_ x=0.005, Pb0.995Ag0.005Se ,750,0.0013333,,,26780,0.000037341,,,0.001243,0.00021544,1.0146,0.7989,0.0012251133
3290,10.1088/0022-3727/44/47/475304,25426,4a,31652, Pb1−xAgxSe_ x=0.005, Pb0.995Ag0.005Se ,800,0.00125,,,6617.3,0.00015112,,,0.00036538,0.00023498,0.84578,0.87057,0.0004320036
3290,10.1088/0022-3727/44/47/475304,25426,4a,31652, Pb1−xAgxSe_ x=0.005, Pb0.995Ag0.005Se ,850,0.0011765,,,-13545,-0.000073828,,,-0.00087745,0.00025452,0.67698,0.94224,-0.001296124
3290,10.1088/0022-3727/44/47/475304,25425,3a,31653, Pb1−xAgxSe_ x=0.01, Pb0.99Ag0.01Se ,50,0.02,5.4434e+25,,,,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31653, Pb1−xAgxSe_ x=0.01, Pb0.99Ag0.01Se ,100,0.01,5.3303e+25,,,,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31653, Pb1−xAgxSe_ x=0.01, Pb0.99Ag0.01Se ,150,0.0066667,5.2173e+25,,,,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31653, Pb1−xAgxSe_ x=0.01, Pb0.99Ag0.01Se ,200,0.005,5.1042e+25,,,,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31653, Pb1−xAgxSe_ x=0.01, Pb0.99Ag0.01Se ,250,0.004,4.9911e+25,,,,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25426,4a,31653, Pb1−xAgxSe_ x=0.01, Pb0.99Ag0.01Se ,350,0.0028571,,,190350,0.0000052535,,,0.00068068,0.000059799,2.3613,0.20207,0.0002882649
3290,10.1088/0022-3727/44/47/475304,25426,4a,31653, Pb1−xAgxSe_ x=0.01, Pb0.99Ag0.01Se ,400,0.0025,,,170090,0.0000058792,,,0.0010437,0.000078335,2.198,0.27647,0.0004748408
3290,10.1088/0022-3727/44/47/475304,25426,4a,31653, Pb1−xAgxSe_ x=0.01, Pb0.99Ag0.01Se ,450,0.0022222,,,149830,0.0000066742,,,0.001406,0.000096872,2.0348,0.35088,0.000690977
3290,10.1088/0022-3727/44/47/475304,25426,4a,31653, Pb1−xAgxSe_ x=0.01, Pb0.99Ag0.01Se ,500,0.002,,,129560,0.0000077184,,,0.0017257,0.00011541,1.8715,0.42528,0.0009220946
3290,10.1088/0022-3727/44/47/475304,25426,4a,31653, Pb1−xAgxSe_ x=0.01, Pb0.99Ag0.01Se ,550,0.0018182,,,109300,0.0000091491,,,0.0019611,0.00013395,1.7082,0.49969,0.0011480506
3290,10.1088/0022-3727/44/47/475304,25426,4a,31653, Pb1−xAgxSe_ x=0.01, Pb0.99Ag0.01Se ,600,0.0016667,,,89034,0.000011232,,,0.0020701,0.00015248,1.5449,0.57409,0.0013399573
3290,10.1088/0022-3727/44/47/475304,25426,4a,31653, Pb1−xAgxSe_ x=0.01, Pb0.99Ag0.01Se ,650,0.0015385,,,68770,0.000014541,,,0.0020114,0.00017102,1.3816,0.6485,0.0014558483
3290,10.1088/0022-3727/44/47/475304,25426,4a,31653, Pb1−xAgxSe_ x=0.01, Pb0.99Ag0.01Se ,700,0.0014286,,,48506,0.000020616,,,0.001743,0.00018956,1.2184,0.7229,0.0014305647
3290,10.1088/0022-3727/44/47/475304,25426,4a,31653, Pb1−xAgxSe_ x=0.01, Pb0.99Ag0.01Se ,750,0.0013333,,,28242,0.000035408,,,0.0012229,0.00020809,1.0551,0.7973,0.0011590371
3290,10.1088/0022-3727/44/47/475304,25426,4a,31653, Pb1−xAgxSe_ x=0.01, Pb0.99Ag0.01Se ,800,0.00125,,,7978.1,0.00012534,,,0.00040976,0.00022663,0.89179,0.87171,0.0004594804
3290,10.1088/0022-3727/44/47/475304,25426,4a,31653, Pb1−xAgxSe_ x=0.01, Pb0.99Ag0.01Se ,850,0.0011765,,,-12286,-0.000081393,,,-0.00073849,0.00024517,0.72851,0.94611,-0.0010136992
3290,10.1088/0022-3727/44/47/475304,25425,3a,31654, Pb1−xAgxSe_ x=0.015, Pb0.985Ag0.015Se ,50,0.02,5.4488e+25,,,,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31654, Pb1−xAgxSe_ x=0.015, Pb0.985Ag0.015Se ,100,0.01,5.3022e+25,,,,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31654, Pb1−xAgxSe_ x=0.015, Pb0.985Ag0.015Se ,150,0.0066667,5.1555e+25,,,,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31654, Pb1−xAgxSe_ x=0.015, Pb0.985Ag0.015Se ,200,0.005,5.0089e+25,,,,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31654, Pb1−xAgxSe_ x=0.015, Pb0.985Ag0.015Se ,250,0.004,4.8622e+25,,,,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25426,4a,31654, Pb1−xAgxSe_ x=0.015, Pb0.985Ag0.015Se ,350,0.0028571,,,188010,0.0000053189,,,0.00080974,0.000065627,2.4127,0.24921,0.0003356157
3290,10.1088/0022-3727/44/47/475304,25426,4a,31654, Pb1−xAgxSe_ x=0.015, Pb0.985Ag0.015Se ,400,0.0025,,,168230,0.0000059442,,,0.0012002,0.000084464,2.2405,0.32359,0.000535684
3290,10.1088/0022-3727/44/47/475304,25426,4a,31654, Pb1−xAgxSe_ x=0.015, Pb0.985Ag0.015Se ,450,0.0022222,,,148440,0.0000067367,,,0.001584,0.0001033,2.0683,0.39798,0.0007658463
3290,10.1088/0022-3727/44/47/475304,25426,4a,31654, Pb1−xAgxSe_ x=0.015, Pb0.985Ag0.015Se ,500,0.002,,,128650,0.000007773,,,0.0019192,0.00012214,1.8962,0.47236,0.0010121295
3290,10.1088/0022-3727/44/47/475304,25426,4a,31654, Pb1−xAgxSe_ x=0.015, Pb0.985Ag0.015Se ,550,0.0018182,,,108860,0.0000091861,,,0.0021636,0.00014098,1.724,0.54675,0.0012549884
3290,10.1088/0022-3727/44/47/475304,25426,4a,31654, Pb1−xAgxSe_ x=0.015, Pb0.985Ag0.015Se ,600,0.0016667,,,89071,0.000011227,,,0.0022748,0.00015981,1.5518,0.62113,0.0014659106
3290,10.1088/0022-3727/44/47/475304,25426,4a,31654, Pb1−xAgxSe_ x=0.015, Pb0.985Ag0.015Se ,650,0.0015385,,,69282,0.000014434,,,0.0022112,0.00017865,1.3796,0.69552,0.0016027834
3290,10.1088/0022-3727/44/47/475304,25426,4a,31654, Pb1−xAgxSe_ x=0.015, Pb0.985Ag0.015Se ,700,0.0014286,,,49494,0.000020204,,,0.0019304,0.00019749,1.2075,0.7699,0.0015986749
3290,10.1088/0022-3727/44/47/475304,25426,4a,31654, Pb1−xAgxSe_ x=0.015, Pb0.985Ag0.015Se ,750,0.0013333,,,29705,0.000033664,,,0.00139,0.00021632,1.0353,0.84429,0.001342606
3290,10.1088/0022-3727/44/47/475304,25426,4a,31654, Pb1−xAgxSe_ x=0.015, Pb0.985Ag0.015Se ,800,0.00125,,,9916.8,0.00010084,,,0.0005484,0.00023516,0.86314,0.91867,0.0006353546
3290,10.1088/0022-3727/44/47/475304,25426,4a,31654, Pb1−xAgxSe_ x=0.015, Pb0.985Ag0.015Se ,850,0.0011765,,,-9871.8,-0.0001013,,,-0.00063689,0.000254,0.69097,0.99306,-0.0009217332
3290,10.1088/0022-3727/44/47/475304,25425,3a,31656, Pb1−xAgxSe_ x=0.02, Pb0.98Ag0.02Se ,50,0.02,4.6933e+25,,,,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31656, Pb1−xAgxSe_ x=0.02, Pb0.98Ag0.02Se ,100,0.01,4.5769e+25,,,,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31656, Pb1−xAgxSe_ x=0.02, Pb0.98Ag0.02Se ,150,0.0066667,4.4605e+25,,,,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31656, Pb1−xAgxSe_ x=0.02, Pb0.98Ag0.02Se ,200,0.005,4.344e+25,,,,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31656, Pb1−xAgxSe_ x=0.02, Pb0.98Ag0.02Se ,250,0.004,4.2276e+25,,,,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31656, Pb1−xAgxSe_ x=0.02, Pb0.98Ag0.02Se ,300,0.0033333,4.1112e+25,,,,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25426,4a,31656, Pb1−xAgxSe_ x=0.02, Pb0.98Ag0.02Se ,350,0.0028571,,,196620,0.000005086,,,0.00080528,0.000063997,2.5011,0.24374,0.0003219703
3290,10.1088/0022-3727/44/47/475304,25426,4a,31656, Pb1−xAgxSe_ x=0.02, Pb0.98Ag0.02Se ,400,0.0025,,,175480,0.0000056987,,,0.0012038,0.000082824,2.3194,0.31286,0.0005190135
3290,10.1088/0022-3727/44/47/475304,25426,4a,31656, Pb1−xAgxSe_ x=0.02, Pb0.98Ag0.02Se ,450,0.0022222,,,154340,0.0000064792,,,0.0015948,0.00010165,2.1377,0.38197,0.0007460355
3290,10.1088/0022-3727/44/47/475304,25426,4a,31656, Pb1−xAgxSe_ x=0.02, Pb0.98Ag0.02Se ,500,0.002,,,133200,0.0000075075,,,0.0019335,0.00012048,1.956,0.45109,0.0009884969
3290,10.1088/0022-3727/44/47/475304,25426,4a,31656, Pb1−xAgxSe_ x=0.02, Pb0.98Ag0.02Se ,550,0.0018182,,,112070,0.000008923,,,0.0021747,0.0001393,1.7743,0.52021,0.0012256665
3290,10.1088/0022-3727/44/47/475304,25426,4a,31656, Pb1−xAgxSe_ x=0.02, Pb0.98Ag0.02Se ,600,0.0016667,,,90926,0.000010998,,,0.0022736,0.00015813,1.5926,0.58932,0.0014276027
3290,10.1088/0022-3727/44/47/475304,25426,4a,31656, Pb1−xAgxSe_ x=0.02, Pb0.98Ag0.02Se ,650,0.0015385,,,69787,0.000014329,,,0.0021854,0.00017696,1.4109,0.65844,0.0015489404
3290,10.1088/0022-3727/44/47/475304,25426,4a,31656, Pb1−xAgxSe_ x=0.02, Pb0.98Ag0.02Se ,700,0.0014286,,,48648,0.000020556,,,0.0018647,0.00019578,1.2291,0.72755,0.0015171264
3290,10.1088/0022-3727/44/47/475304,25426,4a,31656, Pb1−xAgxSe_ x=0.02, Pb0.98Ag0.02Se ,750,0.0013333,,,27509,0.000036352,,,0.001267,0.00021461,1.0474,0.79667,0.001209662
3290,10.1088/0022-3727/44/47/475304,25426,4a,31656, Pb1−xAgxSe_ x=0.02, Pb0.98Ag0.02Se ,800,0.00125,,,6369.9,0.00015699,,,0.00034712,0.00023344,0.86571,0.86578,0.0004009657
3290,10.1088/0022-3727/44/47/475304,25426,4a,31656, Pb1−xAgxSe_ x=0.02, Pb0.98Ag0.02Se ,850,0.0011765,,,-14769,-0.000067709,,,-0.00093983,0.00025226,0.68399,0.9349,-0.0013740406
3503,10.1021/ja400069s,105,6(a),311,Pb0.99Na0.01Se1,Pb0.99Na0.01Se1,300,0.0033333,,,297470,0.0000033617,,,0.0002628,0.000029723,4.2745,0.018444,0.0000614809
3503,10.1021/ja400069s,105,6(a),311,Pb0.99Na0.01Se1,Pb0.99Na0.01Se1,350,0.0028571,,,252090,0.0000039668,,,0.00035957,0.000033655,3.8468,-0.020335,0.0000934725
3503,10.1021/ja400069s,105,6(a),311,Pb0.99Na0.01Se1,Pb0.99Na0.01Se1,400,0.0025,,,213890,0.0000046753,,,0.00045813,0.000041332,3.4453,0.055207,0.0001329725
3503,10.1021/ja400069s,105,6(a),311,Pb0.99Na0.01Se1,Pb0.99Na0.01Se1,450,0.0022222,,,180710,0.0000055337,,,0.0005567,0.000052242,3.0738,0.13075,0.0001811113
3503,10.1021/ja400069s,105,6(a),311,Pb0.99Na0.01Se1,Pb0.99Na0.01Se1,500,0.002,,,151210,0.0000066133,,,0.00065526,0.000065891,2.7351,0.20629,0.0002395744
3503,10.1021/ja400069s,105,6(a),311,Pb0.99Na0.01Se1,Pb0.99Na0.01Se1,550,0.0018182,,,124710,0.0000080186,,,0.00075382,0.000081797,2.4309,0.28183,0.0003100991
3503,10.1021/ja400069s,105,6(a),311,Pb0.99Na0.01Se1,Pb0.99Na0.01Se1,600,0.0016667,,,101010,0.0000099,,,0.00085239,0.000099475,2.1624,0.35738,0.000394187
3503,10.1021/ja400069s,105,6(a),311,Pb0.99Na0.01Se1,Pb0.99Na0.01Se1,650,0.0015385,,,80250,0.000012461,,,0.00095095,0.00011843,1.9299,0.43292,0.0004927457
3503,10.1021/ja400069s,105,6(a),311,Pb0.99Na0.01Se1,Pb0.99Na0.01Se1,700,0.0014286,,,62742,0.000015938,,,0.0010495,0.00013816,1.7331,0.50846,0.0006055623
3503,10.1021/ja400069s,105,6(a),311,Pb0.99Na0.01Se1,Pb0.99Na0.01Se1,750,0.0013333,,,48810,0.000020488,,,0.0011481,0.0001581,1.5712,0.584,0.0007307154
3503,10.1021/ja400069s,105,6(a),311,Pb0.99Na0.01Se1,Pb0.99Na0.01Se1,800,0.00125,,,38631,0.000025886,,,0.0012466,0.00017767,1.4427,0.65954,0.0008640743
3503,10.1021/ja400069s,105,6(a),311,Pb0.99Na0.01Se1,Pb0.99Na0.01Se1,850,0.0011765,,,32072,0.00003118,,,0.0013452,0.00019623,1.346,0.73509,0.0009994056
3503,10.1021/ja400069s,105,6(a),311,Pb0.99Na0.01Se1,Pb0.99Na0.01Se1,900,0.0011111,,,28537,0.000035042,,,0.0014438,0.00021308,1.2789,0.81063,0.0011289389
3503,10.1021/ja400069s,105,6(a),286,Pb0.98Sr0.01Na0.01Se1,Pb0.98Sr0.01Na0.01Se1,350,0.0028571,,,245910,0.0000040665,,,0.00038296,0.000036114,3.3643,-0.083192,0.0001138305
3503,10.1021/ja400069s,105,6(a),286,Pb0.98Sr0.01Na0.01Se1,Pb0.98Sr0.01Na0.01Se1,400,0.0025,,,207510,0.000004819,,,0.00048449,0.000044576,3.0064,0.014292,0.0001611529
3503,10.1021/ja400069s,105,6(a),286,Pb0.98Sr0.01Na0.01Se1,Pb0.98Sr0.01Na0.01Se1,450,0.0022222,,,173070,0.000005778,,,0.00058602,0.000055836,2.6805,0.11177,0.0002186234
3503,10.1021/ja400069s,105,6(a),286,Pb0.98Sr0.01Na0.01Se1,Pb0.98Sr0.01Na0.01Se1,500,0.002,,,142690,0.0000070082,,,0.00068755,0.000069934,2.3855,0.20926,0.0002882205
3503,10.1021/ja400069s,105,6(a),286,Pb0.98Sr0.01Na0.01Se1,Pb0.98Sr0.01Na0.01Se1,550,0.0018182,,,116240,0.0000086029,,,0.00078908,0.000086607,2.1207,0.30674,0.0003720847
3503,10.1021/ja400069s,105,6(a),286,Pb0.98Sr0.01Na0.01Se1,Pb0.98Sr0.01Na0.01Se1,600,0.0016667,,,93524,0.000010692,,,0.00089061,0.0001054,1.8857,0.40422,0.0004722968
