sid,DOI,figureid,fignum,sampleid,samplename,composition,Temperature,Carrier mobility,Electrical conductivity,Electrical resistivity,Lattice thermal conductivity,Power factor,Seebeck coefficient,Thermal conductivity,ZT,Figure of merit Z
5936,10.1002/aenm.201400600,25509,2b,31757,Fe(V0.6Nb0.4)1−xTixSb_ x=0.06,Fe(V0.6Nb0.4)0.94Ti0.06Sb,900,,22309,0.000044825,,,,,,
5936,10.1002/aenm.201400600,25510,2C,31757,Fe(V0.6Nb0.4)1−xTixSb_ x=0.06,Fe(V0.6Nb0.4)0.94Ti0.06Sb,50,0.0012337,,,,,,,,
5936,10.1002/aenm.201400600,25510,2C,31757,Fe(V0.6Nb0.4)1−xTixSb_ x=0.06,Fe(V0.6Nb0.4)0.94Ti0.06Sb,100,0.0011524,,,,,,,,
5936,10.1002/aenm.201400600,25510,2C,31757,Fe(V0.6Nb0.4)1−xTixSb_ x=0.06,Fe(V0.6Nb0.4)0.94Ti0.06Sb,150,0.0010711,,,,,,,,
5936,10.1002/aenm.201400600,25510,2C,31757,Fe(V0.6Nb0.4)1−xTixSb_ x=0.06,Fe(V0.6Nb0.4)0.94Ti0.06Sb,200,0.00098986,,,,,,,,
5936,10.1002/aenm.201400600,25510,2C,31757,Fe(V0.6Nb0.4)1−xTixSb_ x=0.06,Fe(V0.6Nb0.4)0.94Ti0.06Sb,250,0.00090858,,,,,,,,
5936,10.1002/aenm.201400600,25508,2a,31758,Fe(V0.6Nb0.4)1−xTixSb_ x=0.10,Fe(V0.6Nb0.4)0.90Ti0.10Sb,350,0.00074709,106480,0.0000093914,,0.0038419,0.00018995,4.2049,0.35088,0.0009136721
5936,10.1002/aenm.201400600,25508,2a,31758,Fe(V0.6Nb0.4)1−xTixSb_ x=0.10,Fe(V0.6Nb0.4)0.90Ti0.10Sb,400,0.00067038,99603,0.00001004,,0.0038361,0.00019625,4.1466,0.38391,0.0009251194
5936,10.1002/aenm.201400600,25508,2a,31758,Fe(V0.6Nb0.4)1−xTixSb_ x=0.10,Fe(V0.6Nb0.4)0.90Ti0.10Sb,450,0.00059366,92725,0.000010785,,0.0038046,0.00020256,4.0882,0.41693,0.0009306296
5936,10.1002/aenm.201400600,25508,2a,31758,Fe(V0.6Nb0.4)1−xTixSb_ x=0.10,Fe(V0.6Nb0.4)0.90Ti0.10Sb,500,0.00051695,85848,0.000011648,,0.0037449,0.00020886,4.0299,0.44996,0.0009292786
5936,10.1002/aenm.201400600,25508,2a,31758,Fe(V0.6Nb0.4)1−xTixSb_ x=0.10,Fe(V0.6Nb0.4)0.90Ti0.10Sb,550,0.00044024,78970,0.000012663,,0.0036558,0.00021516,3.9715,0.48299,0.0009205086
5936,10.1002/aenm.201400600,25508,2a,31758,Fe(V0.6Nb0.4)1−xTixSb_ x=0.10,Fe(V0.6Nb0.4)0.90Ti0.10Sb,600,0.00036352,72092,0.000013871,,0.003536,0.00022147,3.9132,0.51602,0.0009036083
5936,10.1002/aenm.201400600,25508,2a,31758,Fe(V0.6Nb0.4)1−xTixSb_ x=0.10,Fe(V0.6Nb0.4)0.90Ti0.10Sb,650,0.00028681,65214,0.000015334,,0.0033832,0.00022777,3.8548,0.54905,0.000877659
5936,10.1002/aenm.201400600,25508,2a,31758,Fe(V0.6Nb0.4)1−xTixSb_ x=0.10,Fe(V0.6Nb0.4)0.90Ti0.10Sb,700,0.0002101,58337,0.000017142,,0.0031965,0.00023408,3.7965,0.58207,0.0008419597
5936,10.1002/aenm.201400600,25508,2a,31758,Fe(V0.6Nb0.4)1−xTixSb_ x=0.10,Fe(V0.6Nb0.4)0.90Ti0.10Sb,750,0.00013338,51459,0.000019433,,0.0029734,0.00024038,3.7381,0.6151,0.0007954308
5936,10.1002/aenm.201400600,25508,2a,31758,Fe(V0.6Nb0.4)1−xTixSb_ x=0.10,Fe(V0.6Nb0.4)0.90Ti0.10Sb,800,,44581,0.000022431,,0.0027128,0.00024668,3.6798,0.64813,0.000737214
5936,10.1002/aenm.201400600,25508,2a,31758,Fe(V0.6Nb0.4)1−xTixSb_ x=0.10,Fe(V0.6Nb0.4)0.90Ti0.10Sb,850,,37703,0.000026523,,0.0024131,0.00025299,3.6214,0.68116,0.0006663445
5936,10.1002/aenm.201400600,25510,2C,31758,Fe(V0.6Nb0.4)1−xTixSb_ x=0.10,Fe(V0.6Nb0.4)0.90Ti0.10Sb,50,0.0012074,,,,,,,,
5936,10.1002/aenm.201400600,25510,2C,31758,Fe(V0.6Nb0.4)1−xTixSb_ x=0.10,Fe(V0.6Nb0.4)0.90Ti0.10Sb,100,0.0011307,,,,,,,,
5936,10.1002/aenm.201400600,25510,2C,31758,Fe(V0.6Nb0.4)1−xTixSb_ x=0.10,Fe(V0.6Nb0.4)0.90Ti0.10Sb,150,0.0010539,,,,,,,,
5936,10.1002/aenm.201400600,25510,2C,31758,Fe(V0.6Nb0.4)1−xTixSb_ x=0.10,Fe(V0.6Nb0.4)0.90Ti0.10Sb,200,0.00097723,,,,,,,,
5936,10.1002/aenm.201400600,25510,2C,31758,Fe(V0.6Nb0.4)1−xTixSb_ x=0.10,Fe(V0.6Nb0.4)0.90Ti0.10Sb,250,0.00090051,,,,,,,,
5936,10.1002/aenm.201400600,25510,2C,31758,Fe(V0.6Nb0.4)1−xTixSb_ x=0.10,Fe(V0.6Nb0.4)0.90Ti0.10Sb,300,0.0008238,,,,,,4.2633,,
5936,10.1002/aenm.201400600,25511,3a,31758,Fe(V0.6Nb0.4)1−xTixSb_ x=0.10,Fe(V0.6Nb0.4)0.90Ti0.10Sb,900,,,,,,0.00025929,3.5631,,
5936,10.1002/aenm.201400600,25508,2a,31759,Fe(V0.6Nb0.4)1−xTixSb_ x=0.14,Fe(V0.6Nb0.4)0.86Ti0.14Sb,350,0.00064209,107140,0.0000093336,,0.0027879,0.00016131,4.0771,0.25317,0.0006837949
5936,10.1002/aenm.201400600,25508,2a,31759,Fe(V0.6Nb0.4)1−xTixSb_ x=0.14,Fe(V0.6Nb0.4)0.86Ti0.14Sb,400,0.00058535,101360,0.0000098658,,0.002871,0.0001683,4.0267,0.29415,0.0007129908
5936,10.1002/aenm.201400600,25508,2a,31759,Fe(V0.6Nb0.4)1−xTixSb_ x=0.14,Fe(V0.6Nb0.4)0.86Ti0.14Sb,450,0.00052861,95592,0.000010461,,0.0029372,0.00017529,3.9763,0.33512,0.0007386767
5936,10.1002/aenm.201400600,25508,2a,31759,Fe(V0.6Nb0.4)1−xTixSb_ x=0.14,Fe(V0.6Nb0.4)0.86Ti0.14Sb,500,0.00047186,89820,0.000011133,,0.0029844,0.00018228,3.926,0.3761,0.000760163
5936,10.1002/aenm.201400600,25508,2a,31759,Fe(V0.6Nb0.4)1−xTixSb_ x=0.14,Fe(V0.6Nb0.4)0.86Ti0.14Sb,550,0.00041512,84048,0.000011898,,0.0030109,0.00018927,3.8756,0.41707,0.0007768862
5936,10.1002/aenm.201400600,25508,2a,31759,Fe(V0.6Nb0.4)1−xTixSb_ x=0.14,Fe(V0.6Nb0.4)0.86Ti0.14Sb,600,0.00035838,78276,0.000012775,,0.003015,0.00019626,3.8252,0.45805,0.0007881941
5936,10.1002/aenm.201400600,25508,2a,31759,Fe(V0.6Nb0.4)1−xTixSb_ x=0.14,Fe(V0.6Nb0.4)0.86Ti0.14Sb,650,0.00030163,72504,0.000013792,,0.0029952,0.00020325,3.7748,0.49903,0.0007934725
5936,10.1002/aenm.201400600,25508,2a,31759,Fe(V0.6Nb0.4)1−xTixSb_ x=0.14,Fe(V0.6Nb0.4)0.86Ti0.14Sb,700,0.00024489,66732,0.000014985,,0.0029496,0.00021024,3.7244,0.54,0.0007919665
5936,10.1002/aenm.201400600,25508,2a,31759,Fe(V0.6Nb0.4)1−xTixSb_ x=0.14,Fe(V0.6Nb0.4)0.86Ti0.14Sb,750,0.00018815,60960,0.000016404,,0.0028766,0.00021723,3.674,0.58098,0.0007829614
5936,10.1002/aenm.201400600,25508,2a,31759,Fe(V0.6Nb0.4)1−xTixSb_ x=0.14,Fe(V0.6Nb0.4)0.86Ti0.14Sb,800,0.0001314,55188,0.00001812,,0.0027746,0.00022422,3.6236,0.62195,0.0007657026
5936,10.1002/aenm.201400600,25508,2a,31759,Fe(V0.6Nb0.4)1−xTixSb_ x=0.14,Fe(V0.6Nb0.4)0.86Ti0.14Sb,850,,49416,0.000020236,,0.0026417,0.00023121,3.5732,0.66293,0.0007393093
5936,10.1002/aenm.201400600,25508,2a,31759,Fe(V0.6Nb0.4)1−xTixSb_ x=0.14,Fe(V0.6Nb0.4)0.86Ti0.14Sb,900,,43644,0.000022913,,0.0024763,0.0002382,,0.70391,
5936,10.1002/aenm.201400600,25509,2b,31759,Fe(V0.6Nb0.4)1−xTixSb_ x=0.14,Fe(V0.6Nb0.4)0.86Ti0.14Sb,300,0.00069884,112910,0.0000088566,,0.0026889,0.00015432,,,
5936,10.1002/aenm.201400600,25510,2C,31759,Fe(V0.6Nb0.4)1−xTixSb_ x=0.14,Fe(V0.6Nb0.4)0.86Ti0.14Sb,50,0.00098256,,,,,,,,
5936,10.1002/aenm.201400600,25510,2C,31759,Fe(V0.6Nb0.4)1−xTixSb_ x=0.14,Fe(V0.6Nb0.4)0.86Ti0.14Sb,100,0.00092581,,,,,,,,
5936,10.1002/aenm.201400600,25510,2C,31759,Fe(V0.6Nb0.4)1−xTixSb_ x=0.14,Fe(V0.6Nb0.4)0.86Ti0.14Sb,150,0.00086907,,,,,,,,
5936,10.1002/aenm.201400600,25510,2C,31759,Fe(V0.6Nb0.4)1−xTixSb_ x=0.14,Fe(V0.6Nb0.4)0.86Ti0.14Sb,200,0.00081233,,,,,,,,
5936,10.1002/aenm.201400600,25510,2C,31759,Fe(V0.6Nb0.4)1−xTixSb_ x=0.14,Fe(V0.6Nb0.4)0.86Ti0.14Sb,250,0.00075558,,,,,,,,
5936,10.1002/aenm.201400600,25508,2a,31760,Fe(V0.6Nb0.4)1−xTixSb_ x=0.16,Fe(V0.6Nb0.4)0.84Ti0.16Sb,350,0.00066643,119140,0.0000083935,,0.0029547,0.00015748,3.9195,0.26744,0.0007538462
5936,10.1002/aenm.201400600,25508,2a,31760,Fe(V0.6Nb0.4)1−xTixSb_ x=0.16,Fe(V0.6Nb0.4)0.84Ti0.16Sb,400,0.00060972,112770,0.0000088676,,0.0030453,0.00016433,3.8831,0.30961,0.0007842445
5936,10.1002/aenm.201400600,25508,2a,31760,Fe(V0.6Nb0.4)1−xTixSb_ x=0.16,Fe(V0.6Nb0.4)0.84Ti0.16Sb,450,0.000553,106390,0.0000093994,,0.0031175,0.00017118,3.8468,0.35178,0.0008104139
5936,10.1002/aenm.201400600,25508,2a,31760,Fe(V0.6Nb0.4)1−xTixSb_ x=0.16,Fe(V0.6Nb0.4)0.84Ti0.16Sb,500,0.00049628,100010,0.000009999,,0.0031698,0.00017803,3.8104,0.39395,0.0008318812
5936,10.1002/aenm.201400600,25508,2a,31760,Fe(V0.6Nb0.4)1−xTixSb_ x=0.16,Fe(V0.6Nb0.4)0.84Ti0.16Sb,550,0.00043956,93639,0.000010679,,0.0032006,0.00018488,3.7741,0.43612,0.0008480432
5936,10.1002/aenm.201400600,25508,2a,31760,Fe(V0.6Nb0.4)1−xTixSb_ x=0.16,Fe(V0.6Nb0.4)0.84Ti0.16Sb,600,0.00038284,87264,0.000011459,,0.0032079,0.00019173,3.7377,0.47829,0.0008582551
5936,10.1002/aenm.201400600,25508,2a,31760,Fe(V0.6Nb0.4)1−xTixSb_ x=0.16,Fe(V0.6Nb0.4)0.84Ti0.16Sb,650,0.00032612,80888,0.000012363,,0.0031897,0.00019858,3.7014,0.52046,0.000861755
5936,10.1002/aenm.201400600,25508,2a,31760,Fe(V0.6Nb0.4)1−xTixSb_ x=0.16,Fe(V0.6Nb0.4)0.84Ti0.16Sb,700,0.00026941,74513,0.00001342,,0.0031446,0.00020543,3.665,0.56263,0.0008580082
5936,10.1002/aenm.201400600,25508,2a,31760,Fe(V0.6Nb0.4)1−xTixSb_ x=0.16,Fe(V0.6Nb0.4)0.84Ti0.16Sb,750,0.00021269,68137,0.000014676,,0.0030704,0.00021228,3.6287,0.6048,0.0008461432
5936,10.1002/aenm.201400600,25508,2a,31760,Fe(V0.6Nb0.4)1−xTixSb_ x=0.16,Fe(V0.6Nb0.4)0.84Ti0.16Sb,800,0.00015597,61761,0.000016191,,0.0029659,0.00021914,3.5923,0.64697,0.000825627
5936,10.1002/aenm.201400600,25508,2a,31760,Fe(V0.6Nb0.4)1−xTixSb_ x=0.16,Fe(V0.6Nb0.4)0.84Ti0.16Sb,850,,55386,0.000018055,,0.0028286,0.00022599,3.556,0.68914,0.0007954443
5936,10.1002/aenm.201400600,25508,2a,31760,Fe(V0.6Nb0.4)1−xTixSb_ x=0.16,Fe(V0.6Nb0.4)0.84Ti0.16Sb,900,,49010,0.000020404,,,,,0.73131,
5936,10.1002/aenm.201400600,25509,2b,31760,Fe(V0.6Nb0.4)1−xTixSb_ x=0.16,Fe(V0.6Nb0.4)0.84Ti0.16Sb,300,0.00072315,125520,0.0000079669,,0.0028476,0.00015062,3.9558,0.21596,0.0007198544
5936,10.1002/aenm.201400600,25510,2C,31760,Fe(V0.6Nb0.4)1−xTixSb_ x=0.16,Fe(V0.6Nb0.4)0.84Ti0.16Sb,50,0.0010067,,,,,,,,
5936,10.1002/aenm.201400600,25510,2C,31760,Fe(V0.6Nb0.4)1−xTixSb_ x=0.16,Fe(V0.6Nb0.4)0.84Ti0.16Sb,100,0.00095003,,,,,,,,
5936,10.1002/aenm.201400600,25510,2C,31760,Fe(V0.6Nb0.4)1−xTixSb_ x=0.16,Fe(V0.6Nb0.4)0.84Ti0.16Sb,150,0.00089331,,,,,,,,
5936,10.1002/aenm.201400600,25510,2C,31760,Fe(V0.6Nb0.4)1−xTixSb_ x=0.16,Fe(V0.6Nb0.4)0.84Ti0.16Sb,200,0.00083659,,,,,,,,
5936,10.1002/aenm.201400600,25510,2C,31760,Fe(V0.6Nb0.4)1−xTixSb_ x=0.16,Fe(V0.6Nb0.4)0.84Ti0.16Sb,250,0.00077987,,,,,,,,
5936,10.1002/aenm.201400600,25508,2a,31762,Fe(V0.6Nb0.4)1−xTixSb_ x=0.20,Fe(V0.6Nb0.4)0.80Ti0.20Sb,350,0.00058608,105940,0.0000094393,,0.0029709,0.00016746,3.5732,0.29604,0.0008314396
5936,10.1002/aenm.201400600,25508,2a,31762,Fe(V0.6Nb0.4)1−xTixSb_ x=0.20,Fe(V0.6Nb0.4)0.80Ti0.20Sb,400,0.00052787,100200,0.00000998,,0.0030096,0.00017331,3.5317,0.34938,0.0008521675
5936,10.1002/aenm.201400600,25508,2a,31762,Fe(V0.6Nb0.4)1−xTixSb_ x=0.20,Fe(V0.6Nb0.4)0.80Ti0.20Sb,450,0.00046967,94465,0.000010586,,0.0030318,0.00017915,3.4901,0.40272,0.0008686857
5936,10.1002/aenm.201400600,25508,2a,31762,Fe(V0.6Nb0.4)1−xTixSb_ x=0.20,Fe(V0.6Nb0.4)0.80Ti0.20Sb,500,0.00041146,88729,0.00001127,,0.0030364,0.00018499,3.4486,0.45606,0.0008804732
5936,10.1002/aenm.201400600,25508,2a,31762,Fe(V0.6Nb0.4)1−xTixSb_ x=0.20,Fe(V0.6Nb0.4)0.80Ti0.20Sb,550,0.00035325,82994,0.000012049,,0.0030226,0.00019084,3.4071,0.5094,0.0008871474
5936,10.1002/aenm.201400600,25508,2a,31762,Fe(V0.6Nb0.4)1−xTixSb_ x=0.20,Fe(V0.6Nb0.4)0.80Ti0.20Sb,600,0.00029504,77258,0.000012944,,0.0029886,0.00019668,3.3655,0.56274,0.0008880107
5936,10.1002/aenm.201400600,25508,2a,31762,Fe(V0.6Nb0.4)1−xTixSb_ x=0.20,Fe(V0.6Nb0.4)0.80Ti0.20Sb,650,0.00023683,71523,0.000013982,,0.0029335,0.00020252,3.324,0.61608,0.0008825211
5936,10.1002/aenm.201400600,25508,2a,31762,Fe(V0.6Nb0.4)1−xTixSb_ x=0.20,Fe(V0.6Nb0.4)0.80Ti0.20Sb,700,0.00017862,,,,,0.00020837,3.2824,0.66942,
5936,10.1002/aenm.201400600,25508,2a,31762,Fe(V0.6Nb0.4)1−xTixSb_ x=0.20,Fe(V0.6Nb0.4)0.80Ti0.20Sb,750,0.00012041,,,,,0.00021421,3.2409,0.72276,
5936,10.1002/aenm.201400600,25508,2a,31762,Fe(V0.6Nb0.4)1−xTixSb_ x=0.20,Fe(V0.6Nb0.4)0.80Ti0.20Sb,800,0.000062204,,,,,0.00022005,3.1994,0.7761,
5936,10.1002/aenm.201400600,25508,2a,31762,Fe(V0.6Nb0.4)1−xTixSb_ x=0.20,Fe(V0.6Nb0.4)0.80Ti0.20Sb,850,,,,,,0.0002259,3.1578,0.82944,
5936,10.1002/aenm.201400600,25509,2b,31762,Fe(V0.6Nb0.4)1−xTixSb_ x=0.20,Fe(V0.6Nb0.4)0.80Ti0.20Sb,300,0.00064429,111670,0.000008955,,,,3.6148,,
5936,10.1002/aenm.201400600,25510,2C,31762,Fe(V0.6Nb0.4)1−xTixSb_ x=0.20,Fe(V0.6Nb0.4)0.80Ti0.20Sb,50,0.00093534,,,,,,,,
5936,10.1002/aenm.201400600,25510,2C,31762,Fe(V0.6Nb0.4)1−xTixSb_ x=0.20,Fe(V0.6Nb0.4)0.80Ti0.20Sb,100,0.00087713,,,,,,,,
5936,10.1002/aenm.201400600,25510,2C,31762,Fe(V0.6Nb0.4)1−xTixSb_ x=0.20,Fe(V0.6Nb0.4)0.80Ti0.20Sb,150,0.00081892,,,,,,,,
5936,10.1002/aenm.201400600,25510,2C,31762,Fe(V0.6Nb0.4)1−xTixSb_ x=0.20,Fe(V0.6Nb0.4)0.80Ti0.20Sb,200,0.00076071,,,,,,,,
5936,10.1002/aenm.201400600,25510,2C,31762,Fe(V0.6Nb0.4)1−xTixSb_ x=0.20,Fe(V0.6Nb0.4)0.80Ti0.20Sb,250,0.0007025,,,,,,,,
5936,10.1002/aenm.201400600,25508,2a,31763,Fe(V0.6Nb0.4)1−xTixSb x=0.24,Fe(V0.6Nb0.4)0.76Ti0.24Sb,350,0.00043666,86710,0.000011533,,0.0020894,0.00015523,3.5331,0.2066,0.0005913787
5936,10.1002/aenm.201400600,25508,2a,31763,Fe(V0.6Nb0.4)1−xTixSb x=0.24,Fe(V0.6Nb0.4)0.76Ti0.24Sb,400,0.00041228,84109,0.000011889,,0.0021772,0.00016089,3.5004,0.2579,0.0006219861
5936,10.1002/aenm.201400600,25508,2a,31763,Fe(V0.6Nb0.4)1−xTixSb x=0.24,Fe(V0.6Nb0.4)0.76Ti0.24Sb,450,0.0003879,81508,0.000012269,,0.0022609,0.00016655,3.4677,0.3092,0.0006519883
5936,10.1002/aenm.201400600,25508,2a,31763,Fe(V0.6Nb0.4)1−xTixSb x=0.24,Fe(V0.6Nb0.4)0.76Ti0.24Sb,500,0.00036352,78907,0.000012673,,0.0023401,0.00017221,3.435,0.3605,0.0006812518
5936,10.1002/aenm.201400600,25508,2a,31763,Fe(V0.6Nb0.4)1−xTixSb x=0.24,Fe(V0.6Nb0.4)0.76Ti0.24Sb,550,0.00033914,76305,0.000013105,,0.0024141,0.00017787,3.4022,0.4118,0.0007095703
5936,10.1002/aenm.201400600,25508,2a,31763,Fe(V0.6Nb0.4)1−xTixSb x=0.24,Fe(V0.6Nb0.4)0.76Ti0.24Sb,600,0.00031475,73704,0.000013568,,0.0024826,0.00018353,3.3695,0.4631,0.0007367859
5936,10.1002/aenm.201400600,25508,2a,31763,Fe(V0.6Nb0.4)1−xTixSb x=0.24,Fe(V0.6Nb0.4)0.76Ti0.24Sb,650,0.00029037,71103,0.000014064,,0.002545,0.00018919,3.3368,0.5144,0.0007627068
5936,10.1002/aenm.201400600,25508,2a,31763,Fe(V0.6Nb0.4)1−xTixSb x=0.24,Fe(V0.6Nb0.4)0.76Ti0.24Sb,700,0.00026599,68502,0.000014598,,0.0026008,0.00019485,3.304,0.56571,0.0007871671
5936,10.1002/aenm.201400600,25508,2a,31763,Fe(V0.6Nb0.4)1−xTixSb x=0.24,Fe(V0.6Nb0.4)0.76Ti0.24Sb,750,0.00024161,65901,0.000015174,,0.0026495,0.00020051,3.2713,0.61701,0.0008099227
5936,10.1002/aenm.201400600,25508,2a,31763,Fe(V0.6Nb0.4)1−xTixSb x=0.24,Fe(V0.6Nb0.4)0.76Ti0.24Sb,800,0.00021723,63299,0.000015798,,0.0026906,0.00020617,3.2386,0.66831,0.0008307911
5936,10.1002/aenm.201400600,25508,2a,31763,Fe(V0.6Nb0.4)1−xTixSb x=0.24,Fe(V0.6Nb0.4)0.76Ti0.24Sb,850,,60698,0.000016475,,0.0027236,0.00021183,3.2059,0.71961,0.0008495586
5936,10.1002/aenm.201400600,25510,2C,31763,Fe(V0.6Nb0.4)1−xTixSb x=0.24,Fe(V0.6Nb0.4)0.76Ti0.24Sb,50,0.00058295,,,,,,,,
5936,10.1002/aenm.201400600,25510,2C,31763,Fe(V0.6Nb0.4)1−xTixSb x=0.24,Fe(V0.6Nb0.4)0.76Ti0.24Sb,100,0.00055857,,,,,,,,
5936,10.1002/aenm.201400600,25510,2C,31763,Fe(V0.6Nb0.4)1−xTixSb x=0.24,Fe(V0.6Nb0.4)0.76Ti0.24Sb,150,0.00053419,,,,,,,,
5936,10.1002/aenm.201400600,25510,2C,31763,Fe(V0.6Nb0.4)1−xTixSb x=0.24,Fe(V0.6Nb0.4)0.76Ti0.24Sb,200,0.0005098,,,,,,,,
5936,10.1002/aenm.201400600,25510,2C,31763,Fe(V0.6Nb0.4)1−xTixSb x=0.24,Fe(V0.6Nb0.4)0.76Ti0.24Sb,250,0.00048542,,,,,,,,
5936,10.1002/aenm.201400600,25510,2C,31763,Fe(V0.6Nb0.4)1−xTixSb x=0.24,Fe(V0.6Nb0.4)0.76Ti0.24Sb,300,0.00046104,,,,,,3.5659,,
5936,10.1002/aenm.201400600,25524,4a,31763,Fe(V0.6Nb0.4)1−xTixSb x=0.24,Fe(V0.6Nb0.4)0.76Ti0.24Sb,900,,,,,,,3.1731,,
5936,10.1002/aenm.201400600,25508,2a,31761,Fe(V0.6Nb0.4)1−xTixSb_ x=0.18,Fe(V0.6Nb0.4)0.82Ti0.18Sb,350,0.00061084,113360,0.0000088215,,0.0028659,0.000159,3.6242,0.30094,0.0007907676
5936,10.1002/aenm.201400600,25508,2a,31761,Fe(V0.6Nb0.4)1−xTixSb_ x=0.18,Fe(V0.6Nb0.4)0.82Ti0.18Sb,400,0.00055696,107760,0.0000092799,,0.0029509,0.00016548,3.5941,0.34861,0.00082104
5936,10.1002/aenm.201400600,25508,2a,31761,Fe(V0.6Nb0.4)1−xTixSb_ x=0.18,Fe(V0.6Nb0.4)0.82Ti0.18Sb,450,0.00050308,102160,0.0000097886,,0.0030212,0.00017197,3.564,0.39629,0.0008476992
5936,10.1002/aenm.201400600,25508,2a,31761,Fe(V0.6Nb0.4)1−xTixSb_ x=0.18,Fe(V0.6Nb0.4)0.82Ti0.18Sb,500,0.0004492,96556,0.000010357,,0.0030748,0.00017845,3.534,0.44396,0.0008700623
5936,10.1002/aenm.201400600,25508,2a,31761,Fe(V0.6Nb0.4)1−xTixSb_ x=0.18,Fe(V0.6Nb0.4)0.82Ti0.18Sb,550,0.00039532,90954,0.000010995,,0.0031109,0.00018494,3.5039,0.49164,0.0008878393
5936,10.1002/aenm.201400600,25508,2a,31761,Fe(V0.6Nb0.4)1−xTixSb_ x=0.18,Fe(V0.6Nb0.4)0.82Ti0.18Sb,600,0.00034144,85353,0.000011716,,0.0031275,0.00019142,3.4739,0.53931,0.000900285
5936,10.1002/aenm.201400600,25508,2a,31761,Fe(V0.6Nb0.4)1−xTixSb_ x=0.18,Fe(V0.6Nb0.4)0.82Ti0.18Sb,650,0.00028756,79751,0.000012539,,0.0031237,0.00019791,3.4438,0.58698,0.0009070504
5936,10.1002/aenm.201400600,25508,2a,31761,Fe(V0.6Nb0.4)1−xTixSb_ x=0.18,Fe(V0.6Nb0.4)0.82Ti0.18Sb,700,0.00023368,74150,0.000013486,,0.0030976,0.00020439,3.4137,0.63466,0.0009074025
5936,10.1002/aenm.201400600,25508,2a,31761,Fe(V0.6Nb0.4)1−xTixSb_ x=0.18,Fe(V0.6Nb0.4)0.82Ti0.18Sb,750,0.0001798,68549,0.000014588,,0.0030484,0.00021088,3.3837,0.68233,0.0009009073
5936,10.1002/aenm.201400600,25508,2a,31761,Fe(V0.6Nb0.4)1−xTixSb_ x=0.18,Fe(V0.6Nb0.4)0.82Ti0.18Sb,800,0.00012592,62947,0.000015886,,0.002974,0.00021736,3.3536,0.73,0.0008868082
5936,10.1002/aenm.201400600,25508,2a,31761,Fe(V0.6Nb0.4)1−xTixSb_ x=0.18,Fe(V0.6Nb0.4)0.82Ti0.18Sb,850,,57346,0.000017438,,0.0028735,0.00022385,3.3235,0.77768,0.0008646006
5936,10.1002/aenm.201400600,25508,2a,31761,Fe(V0.6Nb0.4)1−xTixSb_ x=0.18,Fe(V0.6Nb0.4)0.82Ti0.18Sb,900,,,,,,0.00023033,,0.82535,
5936,10.1002/aenm.201400600,25509,2b,31761,Fe(V0.6Nb0.4)1−xTixSb_ x=0.18,Fe(V0.6Nb0.4)0.82Ti0.18Sb,300,0.00066472,118960,0.0000084062,,,,3.6542,,
5936,10.1002/aenm.201400600,25510,2C,31761,Fe(V0.6Nb0.4)1−xTixSb_ x=0.18,Fe(V0.6Nb0.4)0.82Ti0.18Sb,50,0.00093412,,,,,,,,
5936,10.1002/aenm.201400600,25510,2C,31761,Fe(V0.6Nb0.4)1−xTixSb_ x=0.18,Fe(V0.6Nb0.4)0.82Ti0.18Sb,100,0.00088024,,,,,,,,
5936,10.1002/aenm.201400600,25510,2C,31761,Fe(V0.6Nb0.4)1−xTixSb_ x=0.18,Fe(V0.6Nb0.4)0.82Ti0.18Sb,150,0.00082636,,,,,,,,
5936,10.1002/aenm.201400600,25510,2C,31761,Fe(V0.6Nb0.4)1−xTixSb_ x=0.18,Fe(V0.6Nb0.4)0.82Ti0.18Sb,200,0.00077248,,,,,,,,
5936,10.1002/aenm.201400600,25510,2C,31761,Fe(V0.6Nb0.4)1−xTixSb_ x=0.18,Fe(V0.6Nb0.4)0.82Ti0.18Sb,250,0.0007186,,,,,,,,
8671,10.1016/j.intermet.2010.12.001,25123,2,31276,BayFe4Sb12_ y=0.87 BM,undefined,300,,260630,0.0000038368,,0.0015959,0.00007825,,,
8671,10.1016/j.intermet.2010.12.001,25123,2,31276,BayFe4Sb12_ y=0.87 BM,undefined,350,,246720,0.0000040532,,0.0017828,0.000085006,,,
8671,10.1016/j.intermet.2010.12.001,25123,2,31276,BayFe4Sb12_ y=0.87 BM,undefined,400,,234210,0.0000042696,,0.0019721,0.000091762,,,
8671,10.1016/j.intermet.2010.12.001,25123,2,31276,BayFe4Sb12_ y=0.87 BM,undefined,450,,222920,0.000004486,,0.0021636,0.000098518,,,
8671,10.1016/j.intermet.2010.12.001,25123,2,31276,BayFe4Sb12_ y=0.87 BM,undefined,500,,212660,0.0000047024,,0.0023566,0.00010527,3.1173,0.41609,0.0007559747
8671,10.1016/j.intermet.2010.12.001,25123,2,31276,BayFe4Sb12_ y=0.87 BM,undefined,550,,203300,0.0000049188,,0.0025516,0.00011203,3.2048,0.48114,0.0007961807
8671,10.1016/j.intermet.2010.12.001,25123,2,31276,BayFe4Sb12_ y=0.87 BM,undefined,600,,194730,0.0000051352,,0.0027478,0.00011879,3.2922,0.5462,0.0008346395
