sid,DOI,figureid,fignum,sampleid,samplename,composition,Temperature,Carrier concentration,Carrier mobility,Electrical conductivity,Electrical resistivity,Hall coefficient,Hall movility,Lattice thermal conductivity,Resistivity,Seebeck coefficient,Thermal conductivity,ZT,Power factor,Figure of merit Z
21449,10.15541/jim20180249,26236,6(c),32905,700 K,undefined,,4.95e+26,,,,,0.000098219,,,0.00020045,,0.43617,,
21449,10.15541/jim20180249,26236,6(c),32905,700 K,undefined,,5e+26,,,,,0.000097894,,,0.00020012,,0.43685,,
21449,10.15541/jim20180249,26236,6(c),32905,700 K,undefined,,5.05e+26,,,,,0.000097568,,,0.00019978,,0.43752,,
21449,10.15541/jim20180249,26236,6(c),32905,700 K,undefined,,5.1e+26,,,,,0.000097243,,,0.00019945,,0.4382,,
21449,10.15541/jim20180249,26236,6(c),32905,700 K,undefined,,5.15e+26,,,,,0.000096917,,,0.00019911,,0.43887,,
21449,10.15541/jim20180249,26236,6(c),32905,700 K,undefined,,5.2e+26,,,,,0.000096592,,,0.00019878,,0.43955,,
21449,10.15541/jim20180249,26236,6(c),32905,700 K,undefined,,5.25e+26,,,,,0.000096266,,,0.00019844,,0.44023,,
21449,10.15541/jim20180249,26236,6(c),32905,700 K,undefined,,5.3e+26,,,,,0.000095941,,,0.00019811,,0.4409,,
21449,10.15541/jim20180249,26236,6(c),32905,700 K,undefined,,5.35e+26,,,,,0.000095615,,,0.00019777,,0.44158,,
21449,10.15541/jim20180249,26236,6(c),32905,700 K,undefined,,5.4e+26,,,,,0.00009529,,,0.00019744,,0.44226,,
21449,10.15541/jim20180249,26236,6(c),32905,700 K,undefined,,5.45e+26,,,,,0.000094965,,,0.0001971,,0.44293,,
21449,10.15541/jim20180249,26236,6(c),32905,700 K,undefined,,5.5e+26,,,,,0.000094639,,,0.00019677,,0.44361,,
21449,10.15541/jim20180249,26236,6(c),32905,700 K,undefined,,5.55e+26,,,,,0.000094314,,,0.00019643,,0.44428,,
21449,10.15541/jim20180249,26236,6(c),32905,700 K,undefined,,5.6e+26,,,,,0.000093988,,,0.0001961,,0.44496,,
21449,10.15541/jim20180249,26236,6(c),32905,700 K,undefined,,5.65e+26,,,,,0.000093663,,,0.00019576,,0.44564,,
21449,10.15541/jim20180249,26236,6(c),32905,700 K,undefined,,5.7e+26,,,,,0.000093337,,,0.00019543,,0.44631,,
21449,10.15541/jim20180249,26236,6(c),32905,700 K,undefined,,5.75e+26,,,,,0.000093012,,,0.00019509,,0.44699,,
21449,10.15541/jim20180249,26236,6(c),32905,700 K,undefined,,5.8e+26,,,,,0.000092686,,,0.00019476,,0.44766,,
21449,10.15541/jim20180249,26236,6(c),32905,700 K,undefined,,5.85e+26,,,,,0.000092361,,,0.00019442,,0.44834,,
21449,10.15541/jim20180249,26236,6(c),32905,700 K,undefined,,5.9e+26,,,,,0.000092035,,,0.00019409,,0.44902,,
21449,10.15541/jim20180249,26236,6(c),32905,700 K,undefined,,5.95e+26,,,,,0.00009171,,,0.00019376,,0.44969,,
21449,10.15541/jim20180249,26236,6(c),32905,700 K,undefined,,6e+26,,,,,0.000091384,,,0.00019342,,0.45037,,
21449,10.15541/jim20180249,26236,6(c),32905,700 K,undefined,,6.05e+26,,,,,0.000091059,,,0.00019309,,0.45105,,
21449,10.15541/jim20180249,26236,6(c),32905,700 K,undefined,,6.1e+26,,,,,0.000090733,,,0.00019275,,0.45172,,
21449,10.15541/jim20180249,26236,6(c),32905,700 K,undefined,,6.15e+26,,,,,0.000090408,,,0.00019242,,0.4524,,
21449,10.15541/jim20180249,26236,6(c),32905,700 K,undefined,,6.2e+26,,,,,0.000090082,,,0.00019208,,0.45307,,
21449,10.15541/jim20180249,26236,6(c),32905,700 K,undefined,,6.25e+26,,,,,0.000089757,,,0.00019175,,0.45375,,
21449,10.15541/jim20180249,26236,6(c),32905,700 K,undefined,,6.3e+26,,,,,0.000089431,,,0.00019141,,0.45443,,
21449,10.15541/jim20180249,26236,6(c),32905,700 K,undefined,,6.35e+26,,,,,0.000089106,,,0.00019108,,0.4551,,
21449,10.15541/jim20180249,26236,6(c),32905,700 K,undefined,,6.4e+26,,,,,0.00008878,,,0.00019074,,0.45578,,
21449,10.15541/jim20180249,26236,6(c),32905,700 K,undefined,,6.45e+26,,,,,0.000088455,,,0.00019041,,0.45645,,
21449,10.15541/jim20180249,26236,6(c),32905,700 K,undefined,,6.5e+26,,,,,0.000088129,,,0.00019007,,0.45713,,
21449,10.15541/jim20180249,26236,6(c),32905,700 K,undefined,,6.55e+26,,,,,0.000087804,,,0.00018974,,0.45781,,
21449,10.15541/jim20180249,26236,6(c),32905,700 K,undefined,,6.6e+26,,,,,0.000087478,,,0.0001894,,0.45848,,
21449,10.15541/jim20180249,26236,6(c),32905,700 K,undefined,,6.65e+26,,,,,0.000087153,,,0.00018907,,0.45916,,
21449,10.15541/jim20180249,26236,6(c),32905,700 K,undefined,,6.7e+26,,,,,0.000086827,,,0.00018873,,0.45984,,
21449,10.15541/jim20180249,26236,6(c),32905,700 K,undefined,,6.75e+26,,,,,0.000086502,,,0.0001884,,0.46051,,
21449,10.15541/jim20180249,26236,6(c),32905,700 K,undefined,,6.8e+26,,,,,0.000086177,,,0.00018806,,0.46119,,
21449,10.15541/jim20180249,26236,6(c),32905,700 K,undefined,,6.85e+26,,,,,0.000085851,,,0.00018773,,0.46186,,
21449,10.15541/jim20180249,26236,6(c),32905,700 K,undefined,,6.9e+26,,,,,0.000085526,,,0.0001874,,0.46254,,
21449,10.15541/jim20180249,26236,6(c),32905,700 K,undefined,,6.95e+26,,,,,0.0000852,,,0.00018706,,0.46322,,
21449,10.15541/jim20180249,26236,6(c),32905,700 K,undefined,,7e+26,,,,,0.000084875,,,0.00018673,,0.46389,,
21449,10.15541/jim20180249,26236,6(c),32905,700 K,undefined,,7.05e+26,,,,,0.000084549,,,0.00018639,,0.46457,,
21449,10.15541/jim20180249,26236,6(c),32905,700 K,undefined,,7.1e+26,,,,,0.000084224,,,0.00018606,,0.46524,,
21449,10.15541/jim20180249,26236,6(c),32905,700 K,undefined,,7.15e+26,,,,,0.000083898,,,0.00018572,,0.46592,,
21449,10.15541/jim20180249,26236,6(c),32905,700 K,undefined,,7.2e+26,,,,,0.000083573,,,0.00018539,,0.4666,,
21449,10.15541/jim20180249,26236,6(c),32905,700 K,undefined,,7.25e+26,,,,,0.000083247,,,0.00018505,,0.46727,,
21449,10.15541/jim20180249,26236,6(c),32905,700 K,undefined,,7.3e+26,,,,,0.000082922,,,0.00018472,,0.46795,,
21449,10.15541/jim20180249,26236,6(c),32905,700 K,undefined,,7.35e+26,,,,,0.000082596,,,0.00018438,,0.46862,,
21449,10.15541/jim20180249,26236,6(c),32905,700 K,undefined,,7.4e+26,,,,,0.000082271,,,0.00018405,,0.4693,,
21449,10.15541/jim20180249,26236,6(c),32905,700 K,undefined,,7.45e+26,,,,,0.000081945,,,0.00018371,,0.46998,,
21449,10.15541/jim20180249,26236,6(c),32905,700 K,undefined,,7.5e+26,,,,,0.00008162,,,0.00018338,,0.47065,,
21449,10.15541/jim20180249,26236,6(c),32905,700 K,undefined,,7.55e+26,,,,,0.000081294,,,0.00018304,,0.47133,,
21449,10.15541/jim20180249,26236,6(c),32905,700 K,undefined,,7.6e+26,,,,,0.000080969,,,0.00018271,,0.47201,,
21449,10.15541/jim20180249,26236,6(c),32905,700 K,undefined,,7.65e+26,,,,,0.000080643,,,0.00018237,,0.47268,,
21449,10.15541/jim20180249,26236,6(c),32905,700 K,undefined,,7.7e+26,,,,,0.000080318,,,0.00018204,,0.47336,,
21449,10.15541/jim20180249,26236,6(c),32905,700 K,undefined,,7.75e+26,,,,,0.000079992,,,0.0001817,,0.47403,,
21449,10.15541/jim20180249,26236,6(c),32905,700 K,undefined,,7.8e+26,,,,,0.000079667,,,0.00018137,,0.47471,,
21449,10.15541/jim20180249,26236,6(c),32905,700 K,undefined,,7.85e+26,,,,,0.000079341,,,0.00018103,,0.47539,,
21449,10.15541/jim20180249,26236,6(c),32905,700 K,undefined,,7.9e+26,,,,,0.000079016,,,0.0001807,,0.47606,,
21449,10.15541/jim20180249,26236,6(c),32905,700 K,undefined,,7.95e+26,,,,,0.00007869,,,0.00018037,,0.47674,,
21449,10.15541/jim20180249,26236,6(c),32905,700 K,undefined,,8e+26,,,,,0.000078365,,,0.00018003,,0.47741,,
21449,10.15541/jim20180249,26236,6(c),32905,700 K,undefined,,8.05e+26,,,,,0.000078039,,,0.0001797,,0.47809,,
21449,10.15541/jim20180249,26236,6(c),32905,700 K,undefined,,8.1e+26,,,,,0.000077714,,,0.00017936,,0.47877,,
21449,10.15541/jim20180249,26236,6(c),32905,700 K,undefined,,8.15e+26,,,,,0.000077389,,,0.00017903,,0.47944,,
21449,10.15541/jim20180249,26236,6(c),32905,700 K,undefined,,8.2e+26,,,,,0.000077063,,,0.00017869,,0.48012,,
21449,10.15541/jim20180249,26236,6(c),32905,700 K,undefined,,8.25e+26,,,,,0.000076738,,,0.00017836,,0.4808,,
21449,10.15541/jim20180249,26236,6(c),32905,700 K,undefined,,8.3e+26,,,,,0.000076412,,,0.00017802,,0.48147,,
21449,10.15541/jim20180249,26236,6(c),32905,700 K,undefined,,8.35e+26,,,,,0.000076087,,,0.00017769,,0.48215,,
21449,10.15541/jim20180249,26236,6(c),32905,700 K,undefined,,8.4e+26,,,,,0.000075761,,,0.00017735,,0.48282,,
21449,10.15541/jim20180249,26237,6(d),32905,700 K,undefined,,8.45e+26,,,,,,,,0.00017702,,0.4835,,
21449,10.15541/jim20180249,26237,6(d),32905,700 K,undefined,,8.5e+26,,,,,,,,0.00017668,,0.48418,,
21449,10.15541/jim20180249,26237,6(d),32905,700 K,undefined,,8.55e+26,,,,,,,,0.00017635,,0.48485,,
21449,10.15541/jim20180249,26237,6(d),32905,700 K,undefined,,8.6e+26,,,,,,,,0.00017601,,0.48553,,
21449,10.15541/jim20180249,26237,6(d),32905,700 K,undefined,,8.65e+26,,,,,,,,0.00017568,,0.4862,,
21449,10.15541/jim20180249,26237,6(d),32905,700 K,undefined,,8.7e+26,,,,,,,,0.00017534,,0.48688,,
21449,10.15541/jim20180249,26238,8(b),32905,700 K,undefined,,8.75e+26,,,,,,,,,,0.48756,,
21449,10.15541/jim20180249,26238,8(b),32905,700 K,undefined,,8.8e+26,,,,,,,,,,0.48823,,
21449,10.15541/jim20180249,26238,8(b),32905,700 K,undefined,,8.85e+26,,,,,,,,,,0.48891,,
21449,10.15541/jim20180249,26236,6(c),32906,Nb doped AgBiSe2,undefined,,2e+25,,,,,0.0024301,,,0.00014412,,0.089442,,
21449,10.15541/jim20180249,26236,6(c),32906,Nb doped AgBiSe2,undefined,,2.5e+25,,,,,0.0024164,,,0.00013775,,0.088115,,
21449,10.15541/jim20180249,26236,6(c),32906,Nb doped AgBiSe2,undefined,,3e+25,,,,,0.0024028,,,0.00013139,,0.086788,,
21449,10.15541/jim20180249,26236,6(c),32906,Nb doped AgBiSe2,undefined,,3.5e+25,,,,,0.0023891,,,0.00012502,,0.085462,,
21449,10.15541/jim20180249,26236,6(c),32906,Nb doped AgBiSe2,undefined,,4e+25,,,,,0.0023755,,,0.00011866,,0.084135,,
21449,10.15541/jim20180249,26236,6(c),32906,Nb doped AgBiSe2,undefined,,4.5e+25,,,,,0.0023618,,,0.00011229,,0.082808,,
21449,10.15541/jim20180249,26236,6(c),32906,Nb doped AgBiSe2,undefined,,5e+25,,,,,0.0023481,,,0.00010593,,0.081481,,
21449,10.15541/jim20180249,26236,6(c),32906,Nb doped AgBiSe2,undefined,,5.5e+25,,,,,0.0023345,,,0.00009956,,0.080154,,
21449,10.15541/jim20180249,26236,6(c),32906,Nb doped AgBiSe2,undefined,,6e+25,,,,,0.0023208,,,0.000093195,,0.078827,,
21449,10.15541/jim20180249,26236,6(c),32906,Nb doped AgBiSe2,undefined,,6.5e+25,,,,,0.0023072,,,0.00008683,,0.0775,,
21449,10.15541/jim20180249,26236,6(c),32906,Nb doped AgBiSe2,undefined,,7e+25,,,,,0.0022935,,,0.000080464,,,,
21449,10.15541/jim20180249,26236,6(c),32906,Nb doped AgBiSe2,undefined,,7.5e+25,,,,,0.0022798,,,0.000074099,,,,
21449,10.15541/jim20180249,26236,6(c),32906,Nb doped AgBiSe2,undefined,,8e+25,,,,,0.0022662,,,0.000067733,,,,
21449,10.15541/jim20180249,26236,6(c),32906,Nb doped AgBiSe2,undefined,,8.5e+25,,,,,0.0022525,,,0.000061368,,,,
21449,10.15541/jim20180249,26236,6(c),32907,Halogen doped AgBiSe2,undefined,,1e+25,,,,,0.0067133,,,0.00012178,,0.060272,,
21449,10.15541/jim20180249,26236,6(c),32907,Halogen doped AgBiSe2,undefined,,1.5e+25,,,,,0.0065491,,,0.00011474,,0.06396,,
21449,10.15541/jim20180249,26236,6(c),32907,Halogen doped AgBiSe2,undefined,,2e+25,,,,,0.0063849,,,0.00010769,,0.067647,,
21449,10.15541/jim20180249,26236,6(c),32907,Halogen doped AgBiSe2,undefined,,2.5e+25,,,,,0.0062206,,,0.00010065,,0.071335,,
21449,10.15541/jim20180249,26236,6(c),32907,Halogen doped AgBiSe2,undefined,,3e+25,,,,,0.0060564,,,0.000093604,,0.075023,,
21449,10.15541/jim20180249,26236,6(c),32907,Halogen doped AgBiSe2,undefined,,3.5e+25,,,,,0.0058922,,,0.00008656,,0.07871,,
21449,10.15541/jim20180249,26236,6(c),32907,Halogen doped AgBiSe2,undefined,,4e+25,,,,,0.005728,,,0.000079516,,0.082398,,
21449,10.15541/jim20180249,26236,6(c),32907,Halogen doped AgBiSe2,undefined,,4.5e+25,,,,,0.0055637,,,0.000072472,,0.086085,,
21449,10.15541/jim20180249,26236,6(c),32908,Te substitution AgBiSe2,undefined,,1.5e+25,,,,,0.0084392,,,0.00010237,,0.1476,,
27917,10.1016/j.joule.2017.09.006,25289,10a,31515,Ag9Ga(Se1-xTex)6_ x=0%,Ag9GaSe6,350,,0.037843,,,,,,0.097876,-0.000062332,,,,
27917,10.1016/j.joule.2017.09.006,25289,10a,31515,Ag9Ga(Se1-xTex)6_ x=0%,Ag9GaSe6,400,,0.034845,,,,,,0.11612,-0.000069234,,,,
27917,10.1016/j.joule.2017.09.006,25289,10a,31515,Ag9Ga(Se1-xTex)6_ x=0%,Ag9GaSe6,450,,0.031847,,,,,,0.13436,-0.000076067,,,,
27917,10.1016/j.joule.2017.09.006,25289,10a,31515,Ag9Ga(Se1-xTex)6_ x=0%,Ag9GaSe6,500,,0.028849,,,,,,0.1526,-0.00008283,,,,
27917,10.1016/j.joule.2017.09.006,25289,10a,31515,Ag9Ga(Se1-xTex)6_ x=0%,Ag9GaSe6,550,,0.02585,,,,,,0.17084,-0.000089523,,,,
27917,10.1016/j.joule.2017.09.006,25289,10a,31515,Ag9Ga(Se1-xTex)6_ x=0%,Ag9GaSe6,600,,0.022852,,,,,,0.18909,-0.000096146,,,,
27917,10.1016/j.joule.2017.09.006,25289,10a,31515,Ag9Ga(Se1-xTex)6_ x=0%,Ag9GaSe6,650,,0.019854,,,,,,0.20733,-0.0001027,,,,
27917,10.1016/j.joule.2017.09.006,25289,10a,31515,Ag9Ga(Se1-xTex)6_ x=0%,Ag9GaSe6,700,,0.016856,,,,,,0.22557,-0.00010918,,,,
27917,10.1016/j.joule.2017.09.006,25289,10a,31515,Ag9Ga(Se1-xTex)6_ x=0%,Ag9GaSe6,750,,0.013858,,,,,,0.24381,-0.0001156,,,,
27917,10.1016/j.joule.2017.09.006,25289,10a,31515,Ag9Ga(Se1-xTex)6_ x=0%,Ag9GaSe6,800,,0.01086,,,,,,0.26205,-0.00012194,,,,
27917,10.1016/j.joule.2017.09.006,25299,11a,31515,Ag9Ga(Se1-xTex)6_ x=0%,Ag9GaSe6,850,,,,,,,,0.2803,-0.00012822,,,,
27917,10.1016/j.joule.2017.09.006,25289,10a,31524,Ag9Ga(Se1-xTex)6_ x=12%,Ag9Ga(Se0.88Te0.12)6,350,,0.044165,,,,,,0.32661,-0.0001164,,,,
27917,10.1016/j.joule.2017.09.006,25289,10a,31524,Ag9Ga(Se1-xTex)6_ x=12%,Ag9Ga(Se0.88Te0.12)6,400,,0.04055,,,,,,0.36666,-0.00012425,,,,
27917,10.1016/j.joule.2017.09.006,25289,10a,31524,Ag9Ga(Se1-xTex)6_ x=12%,Ag9Ga(Se0.88Te0.12)6,450,,0.036935,,,,,,0.40671,-0.0001321,,,,
27917,10.1016/j.joule.2017.09.006,25289,10a,31524,Ag9Ga(Se1-xTex)6_ x=12%,Ag9Ga(Se0.88Te0.12)6,500,,0.03332,,,,,,0.44676,-0.00013995,,,,
27917,10.1016/j.joule.2017.09.006,25289,10a,31524,Ag9Ga(Se1-xTex)6_ x=12%,Ag9Ga(Se0.88Te0.12)6,550,,0.029705,,,,,,0.4868,-0.0001478,,,,
27917,10.1016/j.joule.2017.09.006,25289,10a,31524,Ag9Ga(Se1-xTex)6_ x=12%,Ag9Ga(Se0.88Te0.12)6,600,,0.02609,,,,,,0.52685,-0.00015565,,,,
27917,10.1016/j.joule.2017.09.006,25289,10a,31524,Ag9Ga(Se1-xTex)6_ x=12%,Ag9Ga(Se0.88Te0.12)6,650,,0.022475,,,,,,0.5669,-0.0001635,,,,
27917,10.1016/j.joule.2017.09.006,25289,10a,31524,Ag9Ga(Se1-xTex)6_ x=12%,Ag9Ga(Se0.88Te0.12)6,700,,0.01886,,,,,,0.60694,-0.00017134,,,,
27917,10.1016/j.joule.2017.09.006,25289,10a,31524,Ag9Ga(Se1-xTex)6_ x=12%,Ag9Ga(Se0.88Te0.12)6,750,,0.015244,,,,,,0.64699,-0.00017919,,,,
27917,10.1016/j.joule.2017.09.006,25289,10a,31524,Ag9Ga(Se1-xTex)6_ x=12%,Ag9Ga(Se0.88Te0.12)6,800,,0.011629,,,,,,0.68704,-0.00018704,,,,
27917,10.1016/j.joule.2017.09.006,25314,11b,31524,Ag9Ga(Se1-xTex)6_ x=12%,Ag9Ga(Se0.88Te0.12)6,850,,,,,,,,0.72709,,,,,
27917,10.1016/j.joule.2017.09.006,25289,10a,31525,Ag9Ga(Se1-xTex)6_ x=15%,Ag9Ga(Se0.85Te0.15)6,350,,0.045604,,,,,,0.29574,-0.00010576,,,,
27917,10.1016/j.joule.2017.09.006,25289,10a,31525,Ag9Ga(Se1-xTex)6_ x=15%,Ag9Ga(Se0.85Te0.15)6,400,,0.041778,,,,,,0.33948,-0.00011389,,,,
27917,10.1016/j.joule.2017.09.006,25289,10a,31525,Ag9Ga(Se1-xTex)6_ x=15%,Ag9Ga(Se0.85Te0.15)6,450,,0.037953,,,,,,0.38322,-0.00012201,,,,
27917,10.1016/j.joule.2017.09.006,25289,10a,31525,Ag9Ga(Se1-xTex)6_ x=15%,Ag9Ga(Se0.85Te0.15)6,500,,0.034128,,,,,,0.42696,-0.00013013,,,,
27917,10.1016/j.joule.2017.09.006,25289,10a,31525,Ag9Ga(Se1-xTex)6_ x=15%,Ag9Ga(Se0.85Te0.15)6,550,,0.030303,,,,,,0.4707,-0.00013825,,,,
27917,10.1016/j.joule.2017.09.006,25289,10a,31525,Ag9Ga(Se1-xTex)6_ x=15%,Ag9Ga(Se0.85Te0.15)6,600,,0.026478,,,,,,0.51445,-0.00014638,,,,
27917,10.1016/j.joule.2017.09.006,25289,10a,31525,Ag9Ga(Se1-xTex)6_ x=15%,Ag9Ga(Se0.85Te0.15)6,650,,0.022653,,,,,,0.55819,-0.0001545,,,,
27917,10.1016/j.joule.2017.09.006,25289,10a,31525,Ag9Ga(Se1-xTex)6_ x=15%,Ag9Ga(Se0.85Te0.15)6,700,,0.018828,,,,,,0.60193,-0.00016262,,,,
27917,10.1016/j.joule.2017.09.006,25289,10a,31525,Ag9Ga(Se1-xTex)6_ x=15%,Ag9Ga(Se0.85Te0.15)6,750,,0.015003,,,,,,0.64567,-0.00017074,,,,
27917,10.1016/j.joule.2017.09.006,25289,10a,31525,Ag9Ga(Se1-xTex)6_ x=15%,Ag9Ga(Se0.85Te0.15)6,800,,0.011178,,,,,,0.68941,-0.00017886,,,,
27917,10.1016/j.joule.2017.09.006,25299,11a,31525,Ag9Ga(Se1-xTex)6_ x=15%,Ag9Ga(Se0.85Te0.15)6,300,,,,,,,,,-0.000097642,,,,
27917,10.1016/j.joule.2017.09.006,25314,11b,31525,Ag9Ga(Se1-xTex)6_ x=15%,Ag9Ga(Se0.85Te0.15)6,850,,,,,,,,0.73316,,,,,
27917,10.1016/j.joule.2017.09.006,25289,10a,31526,Ag9Ga(Se1-xTex)6_ x=17%,Ag9Ga(Se0.83Te0.17)6,350,,0.048184,,,,,,0.55845,-0.00014917,,,,
27917,10.1016/j.joule.2017.09.006,25289,10a,31526,Ag9Ga(Se1-xTex)6_ x=17%,Ag9Ga(Se0.83Te0.17)6,400,,0.044162,,,,,,0.61629,-0.0001572,,,,
27917,10.1016/j.joule.2017.09.006,25289,10a,31526,Ag9Ga(Se1-xTex)6_ x=17%,Ag9Ga(Se0.83Te0.17)6,450,,0.040139,,,,,,0.67412,-0.00016523,,,,
27917,10.1016/j.joule.2017.09.006,25289,10a,31526,Ag9Ga(Se1-xTex)6_ x=17%,Ag9Ga(Se0.83Te0.17)6,500,,0.036117,,,,,,0.73195,-0.00017326,,,,
27917,10.1016/j.joule.2017.09.006,25289,10a,31526,Ag9Ga(Se1-xTex)6_ x=17%,Ag9Ga(Se0.83Te0.17)6,550,,0.032095,,,,,,0.78978,-0.00018129,,,,
27917,10.1016/j.joule.2017.09.006,25289,10a,31526,Ag9Ga(Se1-xTex)6_ x=17%,Ag9Ga(Se0.83Te0.17)6,600,,0.028072,,,,,,0.84761,-0.00018932,,,,
27917,10.1016/j.joule.2017.09.006,25289,10a,31526,Ag9Ga(Se1-xTex)6_ x=17%,Ag9Ga(Se0.83Te0.17)6,650,,0.02405,,,,,,0.90544,-0.00019735,,,,
27917,10.1016/j.joule.2017.09.006,25289,10a,31526,Ag9Ga(Se1-xTex)6_ x=17%,Ag9Ga(Se0.83Te0.17)6,700,,0.020027,,,,,,0.96328,-0.00020539,,,,
27917,10.1016/j.joule.2017.09.006,25289,10a,31526,Ag9Ga(Se1-xTex)6_ x=17%,Ag9Ga(Se0.83Te0.17)6,750,,0.016005,,,,,,1.0211,-0.00021342,,,,
27917,10.1016/j.joule.2017.09.006,25289,10a,31526,Ag9Ga(Se1-xTex)6_ x=17%,Ag9Ga(Se0.83Te0.17)6,800,,0.011983,,,,,,1.0789,-0.00022145,,,,
27917,10.1016/j.joule.2017.09.006,25289,10a,31526,Ag9Ga(Se1-xTex)6_ x=17%,Ag9Ga(Se0.83Te0.17)6,850,,0.0079602,,,,,,1.1368,,,,,
27917,10.1016/j.joule.2017.09.006,25289,10a,31527,Ag9Ga(Se1-xTex)6_ x=10%,Ag9Ga(Se0.9Te0.1)6,350,,0.041474,,,,,,0.49558,-0.00013028,,,,
27917,10.1016/j.joule.2017.09.006,25289,10a,31527,Ag9Ga(Se1-xTex)6_ x=10%,Ag9Ga(Se0.9Te0.1)6,400,,0.038147,,,,,,0.51655,-0.00013847,,,,
27917,10.1016/j.joule.2017.09.006,25289,10a,31527,Ag9Ga(Se1-xTex)6_ x=10%,Ag9Ga(Se0.9Te0.1)6,450,,0.034821,,,,,,0.53752,-0.00014666,,,,
27917,10.1016/j.joule.2017.09.006,25289,10a,31527,Ag9Ga(Se1-xTex)6_ x=10%,Ag9Ga(Se0.9Te0.1)6,500,,0.031494,,,,,,0.55849,-0.00015484,,,,
27917,10.1016/j.joule.2017.09.006,25289,10a,31527,Ag9Ga(Se1-xTex)6_ x=10%,Ag9Ga(Se0.9Te0.1)6,550,,0.028167,,,,,,0.57946,-0.00016303,,,,
27917,10.1016/j.joule.2017.09.006,25289,10a,31527,Ag9Ga(Se1-xTex)6_ x=10%,Ag9Ga(Se0.9Te0.1)6,600,,0.024841,,,,,,0.60043,-0.00017121,,,,
27917,10.1016/j.joule.2017.09.006,25289,10a,31527,Ag9Ga(Se1-xTex)6_ x=10%,Ag9Ga(Se0.9Te0.1)6,650,,0.021514,,,,,,0.6214,-0.0001794,,,,
27917,10.1016/j.joule.2017.09.006,25289,10a,31527,Ag9Ga(Se1-xTex)6_ x=10%,Ag9Ga(Se0.9Te0.1)6,700,,0.018187,,,,,,0.64237,-0.00018759,,,,
27917,10.1016/j.joule.2017.09.006,25289,10a,31527,Ag9Ga(Se1-xTex)6_ x=10%,Ag9Ga(Se0.9Te0.1)6,750,,0.014861,,,,,,0.66334,-0.00019577,,,,
27917,10.1016/j.joule.2017.09.006,25289,10a,31527,Ag9Ga(Se1-xTex)6_ x=10%,Ag9Ga(Se0.9Te0.1)6,800,,0.011534,,,,,,0.68431,-0.00020396,,,,
27917,10.1016/j.joule.2017.09.006,25289,10a,31516,Ag9Ga(Se1-xTex)6_ x=5%,Ag9Ga(Se0.95Te0.05)6,350,,0.040963,,,,,,0.14248,-0.00006985,,,,
27917,10.1016/j.joule.2017.09.006,25289,10a,31516,Ag9Ga(Se1-xTex)6_ x=5%,Ag9Ga(Se0.95Te0.05)6,400,,0.037734,,,,,,0.1655,-0.000076597,,,,
27917,10.1016/j.joule.2017.09.006,25289,10a,31516,Ag9Ga(Se1-xTex)6_ x=5%,Ag9Ga(Se0.95Te0.05)6,450,,0.034506,,,,,,0.18852,-0.000083343,,,,
27917,10.1016/j.joule.2017.09.006,25289,10a,31516,Ag9Ga(Se1-xTex)6_ x=5%,Ag9Ga(Se0.95Te0.05)6,500,,0.031277,,,,,,0.21154,-0.00009009,,,,
27917,10.1016/j.joule.2017.09.006,25289,10a,31516,Ag9Ga(Se1-xTex)6_ x=5%,Ag9Ga(Se0.95Te0.05)6,550,,0.028049,,,,,,0.23455,-0.000096837,,,,
27917,10.1016/j.joule.2017.09.006,25289,10a,31516,Ag9Ga(Se1-xTex)6_ x=5%,Ag9Ga(Se0.95Te0.05)6,600,,0.02482,,,,,,0.25757,-0.00010358,,,,
27917,10.1016/j.joule.2017.09.006,25289,10a,31516,Ag9Ga(Se1-xTex)6_ x=5%,Ag9Ga(Se0.95Te0.05)6,650,,0.021592,,,,,,0.28059,-0.00011033,,,,
27917,10.1016/j.joule.2017.09.006,25289,10a,31516,Ag9Ga(Se1-xTex)6_ x=5%,Ag9Ga(Se0.95Te0.05)6,700,,0.018363,,,,,,0.30361,-0.00011708,,,,
27917,10.1016/j.joule.2017.09.006,25289,10a,31516,Ag9Ga(Se1-xTex)6_ x=5%,Ag9Ga(Se0.95Te0.05)6,750,,0.015135,,,,,,0.32663,-0.00012382,,,,
27917,10.1016/j.joule.2017.09.006,25289,10a,31516,Ag9Ga(Se1-xTex)6_ x=5%,Ag9Ga(Se0.95Te0.05)6,800,,0.011906,,,,,,0.34965,-0.00013057,,,,
27917,10.1016/j.joule.2017.09.006,25289,10a,31516,Ag9Ga(Se1-xTex)6_ x=5%,Ag9Ga(Se0.95Te0.05)6,850,,0.0086775,,,,,,0.37266,-0.00013732,,,,
27917,10.1016/j.joule.2017.09.006,25299,11a,31523,Ag9Ga(Se1-xTex)6_ x=8%,Ag9Ga(Se0.92Te0.08)6,350,,,,,,,,0.18122,-0.00008711,,,,
27917,10.1016/j.joule.2017.09.006,25299,11a,31523,Ag9Ga(Se1-xTex)6_ x=8%,Ag9Ga(Se0.92Te0.08)6,400,,,,,,,,0.20396,-0.00009473,,,,
27917,10.1016/j.joule.2017.09.006,25299,11a,31523,Ag9Ga(Se1-xTex)6_ x=8%,Ag9Ga(Se0.92Te0.08)6,450,,,,,,,,0.22669,-0.00010235,,,,
